protein_id	md5	length	has_internal_stop	in_uniparc	n_interpro	n_pfam	n_go	n_interpro_gos	interpro_gos
APU25_01540	03A4A8D7C3E96974467D5B112BA1E78E	286	no	yes	5	1	0	2	GO:0005839,GO:0030163
APU25_01545	51B1F14F9C4127B331D430FB8877C2ED	473	no	no					
APU25_01550	8500AF47CDCCC798777302CE019B82FF	351	no	no					
APU25_01555	56CAB0413D8DFFD6F01DC4C4CFEB554F	640	no	no					
APU25_01560	0EC056338386D1D9B936BB1135C31581	143	no	no					
APU25_01565	58BE62FEDF3172993F52AEEDC34AE4CF	436	no	yes	3	1	0	1	GO:0005515
APU25_01570	4081F1B83D93335CC8D8088D99169BDA	194	no	yes	2	1	0		
APU25_01575	3E4475D2FA04970328AE1E388C626F59	516	no	yes	3	2	0	1	GO:0006269
APU25_01580	B23779CDC34485CC6977E346382A2F29	195	no	no					
APU25_01585	BCCD616795516E9956F59355BE9A6ED1	343	no	yes	1	1	0		
APU25_01590	4557F0C4EE5A49C8C98EE68A16D77A01	181	no	yes	5	1	0	2	GO:0003924,GO:0005525
APU25_01595	9E988ED1369F5A51D77565ECF9E09C6F	337	no	yes	0	0	0		
APU25_01600	DF8F81155A95150AB41F250517E7AAF3	1116	yes	no					
APU25_01605	6D9FD5139CD5A4862BF5FF6D9150AFDF	626	no	no					
APU25_01610	D3ADC5656280B7B7D9143B7068282EC2	238	no	yes	4	1	0		
APU25_01615	DD73672DC3FE49C19F87E554C5396B70	212	no	yes	6	2	0	1	GO:0003755
APU25_01620	513F47C7C4D5C2C47494EBE6D5E8ADA6	354	no	yes	1	1	0		
APU25_01625	C5E77DD81F8366DB1342D318092A38C7	179	no	yes	2	1	0		
APU25_01630	3300A0FBB40CA65D37580DD5ED920A50	330	no	yes	0	0	0		
APU25_01635	82643BF428B03C4F8E406208A3FE84AA	555	no	no					
APU25_01640	BD1E34F7DE6E31F4804A420C049EE02D	616	no	yes	11	4	0	6	GO:0005524,GO:0016887,GO:0033180,GO:0046034,GO:0046961,GO:1902600
APU25_01645	63034CE08430A4AF7A4913BB00631715	123	no	yes	4	1	0	4	GO:0000786,GO:0003677,GO:0030527,GO:0046982
APU25_01650	74D78D74C4D9D901CF6971C24B37E1EE	142	no	yes	2	1	0	2	GO:0000398,GO:0046540
APU25_01655	670E35F778CD3B442A899E6400286724	633	no	yes	3	2	0	1	GO:0005634
APU25_01660	037ABFB34D3748EAE3BAB41A394A614E	912	no	yes	3	1	0	1	GO:0006606
APU25_01665	3A658B46C4DCFF2F7F163B77B2203F97	272	no	yes	1	1	0	1	GO:0016020
APU25_01670	1A25A7E80316132ADD01BE71F0A8AC6A	140	no	no					
APU25_01675	5885E7C82F82B21A3167315318E85087	300	no	no					
APU25_01680	9DE7B3E1A68CA1A6768AEB2548971737	375	no	yes	2	1	0	1	GO:0016020
APU25_01685	E520FB57EC6E94616D34AAA3C9667C3D	1501	no	no					
APU25_01690	CA65A441470678FCD7FC56DF658D4F23	417	no	yes	3	1	0	2	GO:0009742,GO:0032784
APU25_01695	4DAF8DFD98FB28D134B7D4877355D170	213	no	no					
APU25_01700	47A068DEC1DCFB7DB02F5AB0EB09128E	673	no	yes	3	1	0	5	GO:0006812,GO:0015297,GO:0016020,GO:0055085,GO:1902600
APU25_01705	C01F04FFB6CAC78CC4472893B6D407C3	381	no	no					
APU25_01710	4FC0A8A20CF6393A5BE93988F200682D	847	no	no					
APU25_01715	34EDCD61EED07D782660D10F52661F9B	156	no	yes	5	2	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_01720	902A5FB1594BC39A78F4B1DE866DA40D	388	no	no					
APU25_01725	C49C4E579EDC1EC061F0E442D7754A7C	1345	no	no					
APU25_01730	B03E75D5E6698C3D5C088297912C3A00	287	no	yes	2	1	0	1	GO:0016020
APU25_01735	CB44AB5F7D3F67FFE25164BA95080552	302	no	yes	0	0	0		
APU25_01740	CFABE7C418BBF08867C2A95E81D1A812	224	no	yes	4	1	0	3	GO:0006281,GO:0006307,GO:0051213
APU25_01745	6772D9DD851B71CA8BE272F85915B44F	136	no	no					
APU25_01750	D8B95229FD4E4CEE017F6F6414739DF7	578	no	yes	6	2	0		
APU25_01755	EF961620A87E259C9CEDB3FCB1772077	829	no	yes	4	1	0	2	GO:0005524,GO:0006468
APU25_01760	B5E9E46BBCAC2CD5BB5EE4BCFB2A47DE	174	no	yes	0	0	0		
APU25_01765	9A4D7C74D8E4FDDBB0AACBD926579CB0	951	no	no					
APU25_01770	46C42F5F4B07D1E0294985C1AA23B32C	365	no	yes	5	1	0	2	GO:0004805,GO:0005992
APU25_01775	04DABC2205C6C5BC67FB15D0ED0A6826	820	yes	no					
APU25_01780	278477E5FEA7E83E878AC7FF1494359A	155	no	no					
APU25_01785	7594C292A10CBE80744C66F554A7D569	554	no	yes	6	2	0	3	GO:0003676,GO:0003724,GO:0005524
APU25_01790	A15546EB28C9FB8C14F200FE696892EB	407	no	yes	5	2	0	2	GO:0006741,GO:0019674
APU25_01795	B1E4C14887DF6E917F3C058F12EB86AA	423	no	yes	4	1	0	4	GO:0004739,GO:0006086,GO:0016624,GO:0043231
APU25_01800	0120B7E5462F87DA9CD329CD0E14A825	155	no	yes	3	1	0	1	GO:0051604
APU25_01805	EF8F6D269C965061D5A9DCC968B6372F	571	no	yes	2	1	0		
APU25_01810	7EE50A7A94DEBE1EC740F6CCA7407644	66	no	no					
APU25_01815	A8A6B1A181E45C69C7F7BADB3216E179	444	no	no					
APU25_01820	F91CBC563D1DDC394F4A67FC9B52C34D	374	no	yes	5	1	0	5	GO:0000166,GO:0004812,GO:0004831,GO:0005524,GO:0006418
APU25_01825	BEFFF35F2C67B4839B41E82AD1E97B52	268	no	no					
APU25_01830	F8E3C86820393AE41FD253B841B790F6	1550	yes	no					
APU25_01835	E4DF15B559E1A6733824D464AE80A110	569	no	no					
APU25_01840	AD68F5B2F76EB1CE6E033801BF2DF4C6	390	no	no					
APU25_01845	D00E00F9095BF876888627778BA38B18	240	no	yes	6	1	0	4	GO:0005524,GO:0016020,GO:0016887,GO:0055085
APU25_01850	CAC97C7F384D3BE072D2A7B9F2FE03CF	573	no	no					
APU25_01855	16FE457346D0263F0EF17261205AF449	594	no	no					
APU25_01860	7C8563E760A1CC7A100E624D3FB60A7A	356	no	no					
APU25_01865	68A8288BD620713AF3AF190D07DF5E91	459	no	no					
APU25_01870	E4ECB7F886CB8995C77EA3AEC2EA729E	586	no	no					
APU25_01875	6E42A3E3EB881420D959416D6D272041	364	no	no					
APU25_01880	263328103E5A122F0BECE1AD2D751AA7	585	no	no					
APU25_01885	C44673B7D12F3FC8B5E5E01A814F03AB	82	no	yes	1	1	0		
APU25_01890	825F2A8542CC9E5845C0CF09061BF651	380	no	yes	7	1	0		
APU25_01895	ACD0A5E0A67B75EA9E810B81F637B2C1	160	no	no					
APU25_01900	3D3F7D6EF76EB2FA02768786A7B43B24	427	no	no					
APU25_01905	30E5846BB1A558241E51D6BD39757835	1078	no	no					
APU25_01910	CBAB98CA32D588CD256D98841BD8EC7E	285	no	yes	5	1	0	2	GO:0004807,GO:0006096
APU25_01915	98007447380D1D7A434F22DE8B3D7995	1554	yes	no					
APU25_01920	D667796E301F6A5B0DE1AE5358F16D91	172	no	no					
APU25_01925	87748FBA283B6AC720AF5DD59A35E9F3	140	no	yes	1	0	0	2	GO:0009644,GO:0009773
APU25_01930	4CC2D7ADCE218BE1F6F442E6668122AA	274	no	no					
APU25_01935	053E255E6D4A4F440846233597505D22	274	no	yes	2	1	0		
APU25_01940	F3160BE410A0A92AAEA1FE239FE82863	510	no	yes	3	1	0	3	GO:0015267,GO:0016020,GO:0055085
APU25_01945	37706718D00CF7FC5544614EECF6853E	511	no	yes	7	2	0	5	GO:0004370,GO:0005975,GO:0006072,GO:0016301,GO:0016773
APU25_01950	53D36D8487EBD75CF569F7A92A59B3C6	442	no	yes	3	1	0	3	GO:0015267,GO:0016020,GO:0055085
APU25_01955	159C60760CFD5F8E153E451D4A701FCC	446	no	no					
APU25_01960	7526766344EF5F39B881D1C0008B962F	515	no	no					
APU25_01965	21DDE06763901CCC7922199691F219ED	446	no	no					
APU25_01970	0E2EBBB25E1C15FAF73534E67618E08D	321	no	no					
APU25_01975	63DCA6E8726A8191F53F190E991FA990	121	no	no					
APU25_01980	C0AB2B68F89410702D63132D850B2A17	768	no	yes	10	4	0	3	GO:0003676,GO:0003723,GO:0004386
APU25_01985	5AB515CB32CC89BAB4D2801EAD615277	227	no	yes	2	1	0		
APU25_01990	FF54F610F4830C3DA96D6F46AF255D33	298	no	no					
APU25_01995	A9FD40CF17A7AD4D86EE668D13E8E8EB	354	no	no					
APU25_02000	DBA954EFFB2AF2E45F024B4E95A65755	133	no	yes	3	0	0	1	GO:0045271
APU25_02005	C5601733B85ACB8B5BF49BB779CF27D2	173	no	no					
APU25_02010	91C7E789246361774DFC25C28E9F6A9B	192	no	no					
APU25_02015	0E6EAFEF993B7DA118CF55C9249F27B4	260	no	yes	2	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_02020	68C66EE00CF6F2C254D8529617C3929D	67	no	yes	1	1	0	3	GO:0033179,GO:0046961,GO:1902600
APU25_02025	0C4C16F2801DE74DBAC02BD42DF224B7	689	no	yes	9	4	0	7	GO:0004176,GO:0004222,GO:0005524,GO:0006508,GO:0008270,GO:0016020,GO:0016887
APU25_02030	FFB316454795D1176C16D42B12CC7316	1416	no	no					
APU25_02035	6DE5239243181795412BFA35E61A1AB5	311	no	no					
APU25_02040	7EE790431DABA55710D95B5DC3996C11	613	no	yes	1	1	0	1	GO:0016791
APU25_02045	242773AEB3FB554B0076EA95AE246297	117	no	no					
APU25_02050	5323633BB1B419221D2EAE1351A629BD	785	yes	no					
APU25_02055	01ADF32026DF881CBB99E7BA6632149E	391	no	yes	0	0	0		
APU25_02060	DBF979F6560C94999BDAF2A5717B87CC	964	no	yes	9	2	0	7	GO:0006886,GO:0015031,GO:0016192,GO:0030117,GO:0030122,GO:0035615,GO:0072583
APU25_02065	86ECDABFDD7368969620261049588981	188	no	no					
APU25_02070	4CFC6643F63D67CC9EB212DBDB3DC5F2	441	no	no					
APU25_02075	FE2FACD5210C1DF2D0B6D34337E7E230	297	no	yes	2	1	0	2	GO:0003919,GO:0009231
APU25_02080	745E9CD03EFE4D9E82307C317D67A9EE	263	no	no					
APU25_02085	501EEB755210B3CFBA7614DB695FA12E	524	no	no					
APU25_02090	6833EEC54B9CEDFC7C75309CC5621E8A	694	no	yes	4	2	0	2	GO:0016020,GO:0055085
APU25_02095	2741C9A9DBEB11433AEE1914E547E63C	1686	no	no					
APU25_02100	F741AD7EC32C28DD01DE2DA35D7BD248	1038	no	yes	5	1	0	2	GO:0005515,GO:0031087
APU25_02105	7B4A93A277B6BFE771E0C892AF20A26D	366	no	no					
APU25_02110	68FB3F9EF55336B790FAA61A1026BA4A	345	no	yes	3	1	0	3	GO:0003677,GO:0003700,GO:0006355
APU25_02115	DB602829E50011C0AE00E023101EF3D3	399	no	yes	1	1	0		
APU25_02120	8499A70888F0FEA57CB73FFB91FD5E1E	580	no	no					
APU25_02125	56FD979DED944EF1FC05CC08A8E77D89	463	no	yes	3	1	0	1	GO:0055085
APU25_02130	966376A3D8DB34240A217971C3DA3A56	230	no	yes	5	1	0	1	GO:0003677
APU25_02135	C384437BD7BC3597E738D0163FB9D0CA	386	no	no					
APU25_02140	A9FD8AC56B4CFE7EB3837142402292B6	336	no	yes	4	1	0	2	GO:0000408,GO:0002949
APU25_02145	BAFCC360B0B39CF941CFAFB287D8B567	1568	no	no					
APU25_02150	C32B9A082B8A1324D8620E00D62F0611	112	yes	no					
APU25_02155	DCAF9B6BEA822E896EF17F75863F3339	162	no	no					
APU25_02160	AD2413768445E4B34B953D31793B0E7B	427	no	yes	2	1	0	1	GO:0005643
APU25_02165	22D2DFC910A5F97D755E46329E3C5D40	830	no	no					
APU25_02170	9AD67CCDFABE0076C4E895933CF95598	697	yes	no					
APU25_02175	079773F342B7E64A6FA7EAF958A9F618	177	no	yes	5	1	0	5	GO:0003676,GO:0003723,GO:0003735,GO:0005840,GO:0006412
APU25_02180	E0BD667459C398BA005A97C04787F6AD	614	no	no					
APU25_02185	17BE965E1DBD2F427D399096A703A9C1	203	no	yes	0	0	0		
APU25_02190	F4F170CEF10C1A42AB58350800E162F6	460	no	no					
APU25_02195	45BEF42D336AC223E418900E5A7AB6DC	544	no	yes	2	1	0	4	GO:0015297,GO:0016020,GO:0042910,GO:0055085
APU25_02200	8AEA70FBE843A1209CD64274B4B90B4C	331	no	yes	3	1	0	1	GO:0005515
APU25_02205	50AB166BA4CA6DF3FE498642F8DAA886	804	no	no					
APU25_02210	E25BAED800947190569D3E9D1FA4FEAF	257	no	yes	4	1	0		
APU25_02215	78587583ADE7223EB7DF2841A01CD427	899	no	yes	12	5	0	4	GO:0005524,GO:0006355,GO:0008134,GO:0016887
APU25_02220	85B3EDC2017080E668C1A4F77122B16D	1309	no	no					
APU25_02225	4BB3EEE3E58FF94708183ABD7A2247EA	715	no	no					
APU25_02230	DB53001898F8F87440E8053F2429A298	609	no	yes	4	1	0	2	GO:0005515,GO:0031124
APU25_02235	DE5C7458D4C53879FB66D77E8D86B481	1074	no	yes	5	2	0	4	GO:0005049,GO:0006886,GO:0031267,GO:0051169
APU25_02240	135F019ABC2DDB635DD4AD739298D5E1	67	no	no					
APU25_02245	BB3026DF7713F1E8AFF736CB8DB2F0E9	536	no	no					
APU25_02250	95766B0FD0A7E1F5BC9F6B38774E3B9A	531	no	yes	1	1	0		
APU25_02255	9D25C8B03EBB3BE84AB0379445F3AAD3	763	no	no					
APU25_02260	E26822FF7D41C4F96A32FBB6A1AA44D5	965	no	no					
APU25_02265	90E66387146A75902FD965E94DB67B80	761	no	no					
APU25_02270	DF5EFB32529DADEF9EF47390201CA629	401	no	yes	6	1	0	1	GO:0005515
APU25_02275	6D110B59455EB9A3BED2AB3E215CC27A	437	no	yes	0	0	0		
APU25_02280	B7160AE1B5E784AB9D6D58EFCE8F1102	79	no	yes	2	1	0	2	GO:0007017,GO:0030286
APU25_02285	8074F8342C69B093D2118C7F787E7A8E	289	no	no					
APU25_02290	07F46F93940C3AE8B6ED5E7F514C9C2F	344	no	yes	2	2	0	1	GO:0008270
APU25_02295	AC9AF45589CC3E5F8B096DE12E64F182	292	no	yes	1	1	0		
APU25_02300	017720960A62D7939072541C61C5BB63	343	no	no					
APU25_02305	615B278AC09194F2C00EC5350A051FC3	478	no	no					
APU25_02310	D5ED9EB465ADAF843F73D6AA262BEFAA	439	no	no					
APU25_02315	6BBD2F932D296D35ABDE0E25A7F379EE	631	no	no					
APU25_02320	79C66FCFC9DC535B1AF080C349E4E431	464	no	no					
APU25_02325	F8CDFC4D563DDFD28C48E919F56DBD23	158	no	no					
APU25_02330	412B791C0A0FB5197B3D0DC5D4BBC21A	436	no	no					
APU25_02335	A1C2A65141DE84534C183264C0A67114	188	no	yes	3	1	0	1	GO:1903259
APU25_02340	27F292EC1BEA7A3939AA9C7BD3F7A3E3	195	no	no					
APU25_02345	30E98B05DC5FB079FAB4EF08E2401699	1091	no	no					
APU25_02350	D767C401CB7BE6D9B3C33ACF54C279F1	1392	no	no					
APU25_02355	1A115FBE867A9200527B96C0119897A5	359	no	yes	1	0	0		
APU25_02360	40257F50C621C7693FF02E59921297E0	337	no	no					
APU25_02365	DBC9C015F8F45A0C29226A0DC8AAFAE0	123	no	no					
APU25_02370	6A57267492CDD61E1BCE953BF972227C	375	yes	no					
APU25_02375	1B3127C7FCB0184D48D33F5BBDC39573	1107	no	no					
APU25_02380	A75700A12E336FEF37878913F64970AC	364	no	yes	1	1	0	4	GO:0016020,GO:0030001,GO:0046873,GO:0055085
APU25_02385	2AA00629C1BE623903C1592E2FB0CE83	257	no	no					
APU25_02390	CF1CCFB81F6FA10BA504563A1E7219D1	114	no	yes	3	1	0	1	GO:0005515
APU25_02395	FEA7F5DED8B4A52C3096A92BB3AF5F23	764	no	yes	1	1	0	4	GO:0004427,GO:0009678,GO:0016020,GO:1902600
APU25_02400	080F69B2CACBA7356033A8B3D88CABAF	1088	yes	no					
APU25_02405	3F3E591476EA898D1385C48C63A3FB82	151	no	no					
APU25_02410	AE50D213D76A37EEC1F4F5159B6338DA	243	no	yes	0	0	0		
APU25_02415	78D36DC622563AFCA55B69ACD9C47DB7	348	no	yes	2	1	0		
APU25_02420	C807BC61DEF4D96979BB606A924AA7F1	283	no	yes	1	1	0	2	GO:0010207,GO:0015979
APU25_02425	71DB819EEBAD0BDED495D4F6E67BFBBB	698	no	yes	8	2	0	4	GO:0000287,GO:0004743,GO:0006096,GO:0030955
APU25_02430	ACA2633F8F6617CBEAFCD0CB1B775755	269	no	yes	5	1	0	3	GO:0004298,GO:0005839,GO:0030163
APU25_02435	0D034C8138839A1D407E36861DC671AA	193	no	yes	3	1	0	2	GO:0006890,GO:0030126
APU25_02440	B9EE1EC35FCF9F4C82B0668BC52F703C	442	no	yes	5	2	0	2	GO:0006741,GO:0019674
APU25_02445	F7C785BDE981285BA9B7E823E5F3A21C	393	no	no					
APU25_02450	ACE1F474E544E8FA448B23D348E449CB	539	no	no					
APU25_02455	A5B15152AF55F009D7012C66637C4241	558	no	no					
APU25_02460	2C54754A828B18E0113F71592E5B9F38	138	no	no					
APU25_02465	8748C46394A6C1E2203B0319087C9F6C	97	no	no					
APU25_02470	D81C4F42AB07D3947E92B5F244FB76AE	93	no	no					
APU25_02475	5BA7E59D9F9C74ED6F09370E1EFF99D9	97	no	yes	0	0	0		
APU25_02480	DE6C4AD0BA652A532AE78ECCA18515A9	141	no	yes	1	1	0		
APU25_02485	D446464D6E5151EDEF87015D6691B109	904	no	no					
APU25_02490	29E0461913D73070DF486191DD87DACD	313	no	no					
APU25_02495	7DB7069094051D544E3F6139D5BDE2D1	499	no	no					
APU25_02500	F97D54424759C1BE8602D0720EA29126	232	no	yes	3	1	0		
APU25_02505	95DC7DA096079AFE103ED4C0F3879976	82	no	yes	3	1	0	3	GO:0006879,GO:0051537,GO:0051604
APU25_02510	7B6E747EDF5A8524C678F5D1F6A32DAB	532	no	yes	3	1	0	2	GO:0003676,GO:0008270
APU25_02515	3A21E5B4AC16B94CFD691D1DA63BD0A7	465	no	no					
APU25_02520	BAF0FD9B383C4716134C599AEF1864A9	495	no	no					
APU25_02525	99641E0308FA4513F32610D116CE0363	172	no	yes	3	1	0		
APU25_02530	BBC80E66EF941B1DB2CEB211B6D3692C	864	no	yes	5	3	0	3	GO:0004842,GO:0005634,GO:0016567
APU25_02535	9CF19AF4B58CD9F3B2B1E315EFAC2C7F	714	no	no					
APU25_02540	B91D3A046113BB81ACFF29A66988E893	244	no	yes	3	1	0	1	GO:0043124
APU25_02545	7793FF0A154212DA466E7ABF12036ADF	322	no	yes	5	2	0	1	GO:0006629
APU25_02550	E807AED960F65E963BDED7CEAF20704F	589	no	yes	1	1	0	1	GO:0004620
APU25_02555	4CA65034C05876E064D8387248BC3CB4	548	yes	no					
APU25_02560	71338D7FBA81CCC24FF5968B8F55C10E	548	no	yes	6	1	0	2	GO:0004029,GO:0016491
APU25_02565	19CE2605117A574E68AA7B5236936D61	517	no	no					
APU25_02570	9E78709CAD2CE1BB937F955B709BE623	338	no	no					
APU25_02575	105E9546832D88DC277BCF23DBE4FF17	449	no	yes	3	1	0		
APU25_02580	A6C8D9C8604F26119C9EDBC266C8C5C0	457	no	yes	4	1	0	4	GO:0003824,GO:0004357,GO:0006750,GO:0042398
APU25_02585	6696A71ED647467B9F617C210A02726A	778	no	yes	7	4	0	5	GO:0003676,GO:0003723,GO:0003724,GO:0004386,GO:0005524
APU25_02590	E0FC1A060D540FF32506D0D6EFB11F4E	271	yes	no					
APU25_02595	F5DAD1C3FC19AA35F94704F9430BC733	151	no	yes	2	1	0	2	GO:0009522,GO:0015979
APU25_02600	2292E2DCCC9973FD038F279FFC5D5E36	3738	no	no					
APU25_02605	780A9F093BE92ABC76B8A40FCCAD0DE3	1817	no	no					
APU25_02610	90863A6D1BB8415EB530AF2EA9E6053E	531	no	yes	1	0	0		
APU25_02615	EDA266BB68B0103A13F86EE36DA82FD9	265	no	yes	2	1	0		
APU25_02620	B32E27D00197F589CF8451E98A39123B	174	no	yes	0	0	0		
APU25_02625	736CE3AFEE259C89EE08C017AECCA136	351	no	yes	6	1	0	4	GO:0004601,GO:0006979,GO:0020037,GO:0034599
APU25_02630	1D48387AB9B5951C4C71B85E4CE92049	867	no	no					
APU25_02635	2238F066A530314014CF77C07E97C266	812	no	no					
APU25_02640	0CF82319B88DAF6523EF40A4E49E779D	181	no	yes	6	2	0	4	GO:0004252,GO:0008233,GO:0016020,GO:0051604
APU25_02645	E201C85A237B0E69B85C530077EBB7B3	692	no	yes	1	0	0	1	GO:0005515
APU25_02650	799E9993538D563CC1A9ED868F8AC29C	246	no	yes	2	1	0	2	GO:0009765,GO:0016020
APU25_02655	D5A1A0E7A39131EB3165B58C33E2A8E0	574	no	no					
APU25_02660	BAED3786CF929B09A3A4BD31D0CC5B63	495	no	no					
APU25_02665	110BCF410C440C6FE17A41F1C9677371	96	no	yes	0	0	0		
APU25_02670	DE850CC063BAC6B0DF31A890A93C5111	431	no	yes	3	2	0	2	GO:0008033,GO:0016740
APU25_02675	8C95E2D6FC4E4A81F45D1E5FE3BED590	164	no	yes	0	0	0		
APU25_02680	6AF48179088F3321D474BD140D86843B	432	no	yes	0	0	0		
APU25_02685	7D4D7BECDC5BCC793E3254BF5CE50A98	1672	no	no					
APU25_02690	EEBE53B5FB21DF6D64B3447F6FC122FC	410	no	no					
APU25_02695	EC4CAD39400D154B9E50F43AEA480A0C	1048	no	no					
APU25_02700	D4E7F910F388DB4D9F38FF9CB3632E99	449	no	yes	1	1	0		
APU25_02705	07101069237E0685E74C34883CA8B6DD	856	no	no					
APU25_02710	578D929ED06880A3A783793902AC6E7F	136	no	no					
APU25_02715	14EBF89632F55CC139B901B4C4458B7B	101	yes	no					
APU25_02720	F6148583C76E9F5C975692686ABD8767	372	yes	no					
APU25_02725	0EB1EC5D8AE8E9CBB955A02D26C38A6F	93	no	no					
APU25_02730	94646C1987456930BF3419A2F591F373	172	no	yes	2	1	0		
APU25_02735	106538EB194473A8DCEDD3466C33FA16	263	no	yes	2	1	0	2	GO:0006355,GO:0042393
APU25_02740	0089B2D72769CAAF05291C9B370582F2	87	no	no					
APU25_02745	53403CF98AF907DC2C86B29CAE7ADF47	282	no	yes	5	1	0	4	GO:0003735,GO:0005840,GO:0006412,GO:0015935
APU25_02750	1D76DDF421E22A740FB5B2F2FB26509C	303	no	yes	1	1	0	4	GO:0016020,GO:0030001,GO:0046873,GO:0055085
APU25_02755	D49292148EC054190F9D822CB3516218	513	no	yes	9	2	0	4	GO:0000287,GO:0004743,GO:0006096,GO:0030955
APU25_02760	394249CE5711C22BF44D945B8CC09FB1	117	no	yes	2	1	0	2	GO:0006457,GO:0016272
APU25_02765	CBC3D273AFE8B6E73EAB5F1CC91B04ED	110	no	yes	2	1	0	2	GO:0005743,GO:0045271
APU25_02770	DBE44EB0FBD658E1A5F34E040024C7EF	750	no	no					
APU25_02775	E798D8093CC64A316430F17A55A9E524	387	no	yes	3	1	0		
APU25_02780	F1766EC6CD481BA44139648775079A76	420	no	no					
APU25_02785	79591B169A5F22C21644BE39B12B68DA	1388	no	no					
APU25_02790	DE339CA41813C78C30B300297A6A77E6	314	no	no					
APU25_02795	23BF26829DBA42DD61207F64412A6EFC	231	no	yes	2	1	0	2	GO:0007059,GO:0031262
APU25_02800	02CC207427CD445871DBC6345DC09C13	275	no	yes	0	0	0		
APU25_02805	7A7DBADC039B330E8C0F727F7E7047EB	288	no	yes	6	2	0	4	GO:0006631,GO:0016491,GO:0016616,GO:0070403
APU25_02810	59F77B9466287C531519ED6C7D1DF595	447	no	no					
APU25_02815	AD09F1ECE5CAADF3E11F1C5B85FEF89B	391	no	yes	3	1	0	4	GO:0005524,GO:0005975,GO:0008974,GO:0016301
APU25_02820	6FEE93C049D28E8948BF7CC9C13B1E39	221	no	yes	2	0	0		
APU25_02825	D0CAB2BD759474584DDB3EA70C9BA616	631	no	no					
APU25_02830	32995ED9A85C8805A04AE4FFF876EA0D	266	no	yes	0	0	0		
APU25_02835	6909EFFC067873C43E3DEC886011A742	477	no	no					
APU25_02840	A6CEFB6837F45C346E8EB56F82BD7303	425	no	yes	2	0	0	3	GO:0003700,GO:0006355,GO:0043565
APU25_02845	3C7741158DC04082B536BB20E88B149C	357	no	yes	3	1	0		
APU25_02850	0436A053171B9DD4AAF5961DA7ECC6B7	282	no	no					
APU25_02855	7A7F93587E75D29E4751A3BC7121DFD8	601	no	yes	5	3	0	1	GO:0005515
APU25_02860	BC329D0D3F49AAEBB4BA2C43EB6DF2E1	196	no	yes	2	1	0	2	GO:0001671,GO:0051087
APU25_02865	96025059C9FD8F3CD489807AEBCA1C93	662	no	no					
APU25_02870	D4E7A3A730A18EA2E524FBAB36A1A426	248	no	yes	1	1	0	1	GO:0015031
APU25_02875	665A5D58AE4EA3C6CFD0D8DB1E94E147	234	no	yes	1	1	0		
APU25_02880	510AE9C192EB548182EC5B9CCDCC79E0	487	no	no					
APU25_02885	8CC58460716F00C73A40155249662DCF	795	no	yes	4	1	0	4	GO:0003777,GO:0005524,GO:0007018,GO:0008017
APU25_02890	E81A3180046B58A8AE023554725C1859	542	no	yes	2	1	0		
APU25_02895	084597436436C661E064AC6C9E8A7DFF	519	no	yes	1	1	0		
APU25_02900	3EBF95D7FAD33E9EBB946E9C40FBD14C	236	no	yes	1	1	0	2	GO:0000398,GO:0005681
APU25_02905	543C268D39574680679E056F48863A28	370	no	yes	1	1	0		
APU25_02910	1E2BA98DEF8EB0635FABCA14306B583C	340	no	yes	4	1	0	1	GO:0016301
APU25_02915	04A1AB5B0619DCA531AABAD8668B0D2D	1188	no	no					
APU25_02920	B9457D9E9018C5AA8FC052FB78E45EFC	147	no	yes	0	0	0		
APU25_02925	9BBFDD908D2C631E7848D23E811C522F	398	no	yes	3	2	0	1	GO:0046872
APU25_02930	254EB136E4C459F8A3E7C995BAA51B0F	415	no	yes	4	1	0	3	GO:0008654,GO:0016020,GO:0016780
APU25_02935	2706A817BEFBE30575F8B6CF1335B933	213	no	no					
APU25_02940	0C8B82A4260253B4AA510A192E50FA7C	821	no	no					
APU25_02945	7E6D7E0FA7ECCF1378BC154C91ACB5C3	3184	no	no					
APU25_02950	A994E5F46C1FDAAC3950D19570143794	351	no	yes	2	1	0		
APU25_02955	92E42224D6F8D963F58CFB256CA4831D	656	no	no					
APU25_02960	D0ED00FC5E5F49A72DE98737A7BF9F8C	117	no	yes	0	0	0		
APU25_02965	F31C1F687D22EBF4B3C3D0B49F11CEF0	84	no	no					
APU25_02970	A9229B753E06B0DFD809BB0F1EA64CF8	449	no	yes	4	1	0	3	GO:0003700,GO:0006355,GO:0043565
APU25_02975	47892B04F4C1DE72759D5F6C4106C376	442	no	yes	5	1	0	4	GO:0001522,GO:0003723,GO:0009451,GO:0009982
APU25_02980	F58A31C9C3F3531705BF82B820AED862	739	no	yes	1	1	0		
APU25_02985	BB0B2A4EBD595A793EDA55F9E87A7BAB	882	no	no					
APU25_02990	BF0D42F4934D42D2CE88569E6ABB6EAF	497	no	no					
APU25_02995	D8A46AAA351B00C3AE26A92FFFBE64E3	114	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_03000	86BF814C7F988554D91D7F64A626A0AD	358	no	yes	5	2	0		
APU25_03005	684224CE917DAFFB0A25FC342DEA42D4	87	no	yes	1	1	0	1	GO:0009101
APU25_03010	BC02E589162E63D5DA9829FD7141C6FF	1006	no	no					
