locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	symbol_source	product_source	dup_pair_id	interpro_family_candidates	interpro_family_unresolved	interpro_domain_all	interpro_structural_only	symbol_rejected	symbol_rejected_reason	eggnog_data_row
APU25_00690	RWDD2B	Protein kinase domain-containing protein	1	CM128225.1	435941	438053	+	8	336	ACKKBF_B39515	B-only	0.9851	no_start_Met	eggnog	interpro_domain				IPR000719 Protein kinase domain				TRUE
APU25_00695		hypothetical protein	1	CM128225.1	439916	441433	-	7	211	ACKKBF_B00765	B	1.0000	pass	none	none								FALSE
APU25_00700		hypothetical protein	1	CM128225.1	442827	444598	-	8	253	ACKKBF_B00770	B	0.9842	pass	none	none								FALSE
APU25_00705		Translocation and assembly module TamB, C-terminal domain-containing protein	1	CM128225.1	446231	458625	-	18	2670	ACKKBF_B00775	B	0.9861	pass	none	interpro_domain				IPR007452 Translocation and assembly module TamB, C-terminal domain				TRUE
APU25_00710	FDX6	2Fe-2S ferredoxin-type iron-sulfur binding and Ferredoxin [2Fe-2S], plant and bacteria domain-containing protein	1	CM128225.1	459025	460503	+	6	281	ACKKBG_A00780	tie	1.0000	pass	utex250a	interpro_domain_multi				IPR001041 2Fe-2S ferredoxin-type iron-sulfur binding domain; IPR010241 Ferredoxin [2Fe-2S], plant and bacteria				TRUE
APU25_00715	g419	Alpha/beta hydrolase fold-1 domain-containing protein	1	CM128225.1	460765	462485	-	4	394	ACKKBF_B00785	B	0.9924	pass	eggnog	interpro_domain				IPR000073 Alpha/beta hydrolase fold-1				TRUE
APU25_00720	HNRNPA3	RNA recognition motif domain-containing protein	1	CM128225.1	462765	465567	+	9	454	ACKKBF_B00790	B	1.0000	pass	eggnog	interpro_domain				IPR000504 RNA recognition motif domain				TRUE
APU25_00725	FRE1A	Ferric reductase transmembrane component-like and FAD-binding domain, ferredoxin reductase-type domain-containing protein	1	CM128225.1	466299	471228	+	15	794	ACKKBG_A00795	A	0.9874	pass	utex250a	interpro_domain_multi				IPR013130 Ferric reductase transmembrane component-like domain; IPR017927 FAD-binding domain, ferredoxin reductase-type; IPR013112 Ferric reductase-like, FAD-binding domain				TRUE
APU25_00730	FRE1B	Ferric reductase transmembrane component-like and FAD-binding domain, ferredoxin reductase-type domain-containing protein	1	CM128225.1	471905	476802	+	16	757	ACKKBF_B00800	B	0.9974	pass	utex250a	interpro_domain_multi				IPR013130 Ferric reductase transmembrane component-like domain; IPR017927 FAD-binding domain, ferredoxin reductase-type; IPR013112 Ferric reductase-like, FAD-binding domain				TRUE
APU25_00735		hypothetical protein	1	CM128225.1	477903	479857	+	4	560	ACKKBF_B00805	B	0.9571	pass	none	none								TRUE
APU25_00740	FRE1C	Ferric reductase transmembrane component-like and Ferric reductase-like, FAD-binding domain-containing protein	1	CM128225.1	480845	485400	+	14	787	ACKKBF_B00810	B	0.9962	pass	utex250a	interpro_domain_multi				IPR013130 Ferric reductase transmembrane component-like domain; IPR013112 Ferric reductase-like, FAD-binding domain				TRUE
APU25_00745	FRE1D	Ferric reductase transmembrane component-like and FAD-binding domain, ferredoxin reductase-type domain-containing protein	1	CM128225.1	486691	491656	+	16	786	ACKKBG_A00815	A	0.9847	pass	utex250a	interpro_domain_multi	DUP0007			IPR013130 Ferric reductase transmembrane component-like domain; IPR017927 FAD-binding domain, ferredoxin reductase-type; IPR013112 Ferric reductase-like, FAD-binding domain				TRUE
APU25_00750	FRE1E	Ferric reductase transmembrane component-like and FAD-binding domain, ferredoxin reductase-type domain-containing protein	1	CM128225.1	492922	497531	+	16	741	ACKKBF_B00820	B	0.9906	pass	utex250a	interpro_domain_multi	DUP0007			IPR013130 Ferric reductase transmembrane component-like domain; IPR017927 FAD-binding domain, ferredoxin reductase-type; IPR013112 Ferric reductase-like, FAD-binding domain				TRUE
APU25_00755		Methyltransferase Superfamily	1	CM128225.1	498016	498932	-	2	261	ACKKBF_B00830	B	1.0000	pass	none	interpro_family								TRUE
APU25_00760		hypothetical protein	1	CM128225.1	499131	499806	-	3	143	ACKKBF_B00835	B	0.9930	pass	none	none					TRUE			TRUE
APU25_00765	CPK3	Calcium-dependent Serine/Threonine Protein Kinases	1	CM128225.1	500052	503421	+	11	524	ACKKBF_B00840	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_00770	HAD1	Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	1	CM128225.1	503736	504842	+	4	210	ACKKBG_A00850	A	0.9810	pass	utex250a	interpro_family								TRUE
APU25_00775		hypothetical protein	1	CM128225.1	505166	507146	+	6	388	ACKKBF_B00855	B	0.9923	pass	none	none								TRUE
APU25_00780	IRL7	Ubiquitin-like domain-containing protein	1	CM128225.1	507659	509311	+	4	386	ACKKBF_B00860	B	0.9948	pass	eggnog	interpro_domain				IPR000626 Ubiquitin-like domain				TRUE
APU25_00785		hypothetical protein	1	CM128225.1	509887	511977	+	6	379	ACKKBF_B00865	B	0.9974	pass	none	none								TRUE
APU25_00790		hypothetical protein	1	CM128225.1	512875	515017	+	5	346	ACKKBG_A00870	A	0.9855	pass	none	none								TRUE
APU25_00795		Short-chain dehydrogenase/reductase SDR	1	CM128225.1	515253	517615	+	11	354	ACKKBF_B00875	B	1.0000	pass	none	interpro_family								TRUE
APU25_00800		hypothetical protein	1	CM128225.1	517994	520955	+	8	574	ACKKBF_B00880	B	0.9965	pass	none	none								TRUE
APU25_00805		hypothetical protein	1	CM128225.1	521480	526725	+	11	1215	ACKKBF_B00885	B	0.9893	pass	none	none								TRUE
APU25_00810	MLO	Mlo-related protein	1	CM128225.1	526909	531723	-	12	783	ACKKBF_B00890	B	0.9923	no_start_Met	eggnog	interpro_family								TRUE
APU25_00815	HBD1	hypothetical protein	1	CM128225.1	532336	533537	-	4	265	ACKKBF_B00895	B	1.0000	pass	utex250a	none		IPR011294 3-hydroxybutyrate dehydrogenase; IPR050259 Short-chain dehydrogenases/reductases	TRUE					TRUE
APU25_00820		hypothetical protein	1	CM128225.1	533931	539333	+	16	915	ACKKBF_B00900	B	0.9978	pass	none	none								TRUE
APU25_00825	HSP22G	Small heat shock protein	1	CM128225.1	539800	540708	-	3	224	ACKKBF_B00905	B	0.9955	pass	utex250a	interpro_family								TRUE
APU25_00830	ORC3	Origin recognition complex subunit 3, N-terminal and Origin recognition complex subunit 3, winged helix C-terminal domain-containing protein	1	CM128225.1	541061	544868	-	9	789	ACKKBG_A00910	A	0.9759	pass	eggnog	interpro_domain_multi				IPR045667 Origin recognition complex subunit 3, N-terminal; IPR040855 Origin recognition complex subunit 3, winged helix C-terminal				TRUE
APU25_00835	PILS3	Membrane transport PIN-like	1	CM128225.1	545158	547518	+	5	516	ACKKBF_B00915	B	0.9942	pass	eggnog	interpro_family								TRUE
APU25_00840		Patatin-like phospholipase domain-containing protein	1	CM128225.1	548176	550244	-	3	560	ACKKBF_B00920	B	0.9964	pass	none	interpro_domain				IPR002641 Patatin-like phospholipase domain				TRUE
APU25_00845	RB60	Protein disulphide isomerase	1	CM128225.1	551101	555467	+	14	519	ACKKBF_B00925	B	0.9904	pass	utex250a	interpro_family	DUP0008							TRUE
APU25_00850	pdi	Protein-tyrosine phosphatase-like, PTPLA	1	CM128225.1	555950	557228	+	5	219	ACKKBF_B00930	B	0.9954	pass	eggnog	interpro_family	DUP0008							TRUE
APU25_00855	FAD4	Lipid desaturase domain-containing protein	1	CM128225.1	557514	558985	+	4	304	ACKKBF_B00935	B	0.9967	pass	utex250a	interpro_domain				IPR019547 Lipid desaturase domain				TRUE
APU25_00860	E2F2	E2F/DP family, winged-helix DNA-binding domain-containing protein	1	CM128225.1	559657	563495	+	11	703	ACKKBF_B00940	B	0.9972	no_start_Met	utex250a	interpro_domain				IPR003316 E2F/DP family, winged-helix DNA-binding domain				TRUE
APU25_00865	HSP90B	Photosystem I assembly protein Ycf3	1	CM128225.1	564097	565629	-	3	352	ACKKBF_B00945	B	1.0000	pass	eggnog	interpro_family	DUP0009							TRUE
APU25_00870	HSP90B	Heat shock protein Hsp90 family	1	CM128225.1	565872	571547	-	16	880	ACKKBF_B00950	B	0.9955	pass	utex250a	interpro_family	DUP0009							TRUE
APU25_00875	BIP1	Heat shock protein 70 family	1	CM128225.1	571887	574822	+	5	656	ACKKBF_B00955	B	0.9954	pass	utex250a	interpro_family								TRUE
APU25_00880		Two-component response regulator ARR-like	1	CM128225.1	575966	577842	-	6	373	ACKKBG_A00960	A	0.9920	pass	none	interpro_family								TRUE
APU25_00885	GUN4	GUN4-like domain-containing protein	1	CM128225.1	578405	579722	-	3	264	ACKKBF_B00965	B	1.0000	pass	utex250a	interpro_domain				IPR008629 GUN4-like				TRUE
APU25_00890		hypothetical protein	1	CM128225.1	580050	581803	+	4	379	ACKKBF_B00970	B	0.9868	pass	none	none								TRUE
APU25_00895	impdh	Inosine-5'-monophosphate dehydrogenase	1	CM128225.1	581996	585634	+	12	528	ACKKBG_A00975	A	0.9886	pass	eggnog	interpro_family								TRUE
APU25_00900	CYB3	Cytochrome b5-like heme/steroid binding domain-containing protein	1	CM128225.1	585969	586880	+	3	222	ACKKBF_B00980	B	0.9910	pass	utex250a	interpro_domain				IPR001199 Cytochrome b5-like heme/steroid binding domain				TRUE
APU25_00905	IRK2	Potassium channel, inwardly rectifying, Kir	1	CM128225.1	587080	589678	-	10	340	ACKKBG_A00985	tie	0.9971	pass	utex250a	interpro_family								TRUE
APU25_00910	MED31	Mediator complex, subunit Med31	1	CM128225.1	590103	590855	+	3	127	ACKKBF_B00990	B	0.9921	pass	eggnog	interpro_family								TRUE
APU25_00915		hypothetical protein	1	CM128225.1	591218	592479	-	3	335	ACKKBF_B00995	B	0.9900	internal_stop,frameshift	none	none								TRUE
APU25_00920	g107	SDA1, N-terminal domain-containing protein	1	CM128225.1	600255	604156	-	7	791	ACKKBF_B01005	B	0.9899	pass	eggnog	interpro_domain				IPR012977 SDA1, N-terminal				TRUE
APU25_00925		hypothetical protein	1	CM128225.1	604558	605069	+	4	77	ACKKBG_A01015	tie	1.0000	pass	none	none								FALSE
APU25_00930	g108	hypothetical protein	1	CM128225.1	605075	606631	+	3	337	ACKKBF_B01010	B	0.9970	pass	eggnog	none					TRUE			TRUE
APU25_00935	CPLD16	RlmI-like, PUA and S-adenosylmethionine-dependent methyltransferase domain-containing protein	1	CM128225.1	606954	609132	-	4	495	ACKKBF_B01020	B	0.9939	pass	utex250a	interpro_domain_multi				IPR041532 RlmI-like, PUA domain; IPR019614 S-adenosylmethionine-dependent methyltransferase				TRUE
APU25_00940	g104	hypothetical protein	1	CM128225.1	609698	611102	+	4	300	ACKKBF_B01025	B	0.9800	no_start_Met	eggnog	none								TRUE
APU25_00945		Dihydropteroate synthase-like	1	CM128225.1	611342	613657	-	6	490	ACKKBF_B01030	B	0.9980	pass	none	interpro_family						LOC106753394	loc_placeholder	TRUE
APU25_00950	PHF5A	PHF5-like	1	CM128225.1	613992	614724	-	5	110	ACKKBF_B01035	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_00955	CW7	Protein PHLOEM PROTEIN 2-LIKE A10-related	1	CM128225.1	615006	616898	-	4	387	ACKKBF_B01040	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_00960	TSV1	Valine-tRNA ligase	1	CM128225.1	617228	623016	+	16	990	ACKKBF_B01045	B	0.9990	pass	utex250a	interpro_family								TRUE
APU25_00965	MAA7	Tryptophan synthase, beta chain	1	CM128225.1	623456	625057	-	2	456	ACKKBF_B01050	B	0.9978	pass	utex250a	interpro_family	DUP0010							TRUE
APU25_00970		E3 Ubiquitin ligase MUL1-like domain-containing protein	1	CM128225.1	625346	626695	-	2	362	ACKKBF_B01055	B	0.9917	internal_stop,frameshift	none	interpro_domain	DUP0010			IPR022170 E3 Ubiquitin ligase MUL1-like				TRUE
APU25_00975	PCK1	Phosphoenolpyruvate carboxykinase, ATP-utilising	1	CM128225.1	628031	630925	+	5	634	ACKKBF_B01060	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_00980	ERG5	Sterol desaturase-related	1	CM128225.1	631853	633316	-	5	264	ACKKBG_A01065	A	0.9811	pass	utex250a	interpro_family								TRUE
APU25_00985	BIO2	Biotin synthase	1	CM128225.1	633632	635587	+	5	415	ACKKBF_B01070	B	0.9976	pass	utex250a	interpro_family								TRUE
APU25_00990	CDKN2C	hypothetical protein	1	CM128225.1	635997	637096	-	6	170	ACKKBG_A01075	tie	1.0000	pass	eggnog	none					TRUE			TRUE
APU25_00995	MML1	hypothetical protein	1	CM128225.1	637474	638870	+	3	354	ACKKBF_B01080	B	0.9972	pass	utex250a	none					TRUE			TRUE
APU25_01000	PPH1	Protein phosphatase 2C	1	CM128225.1	639160	641391	-	7	390	ACKKBF_B01085	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01005		At2g23090-like, zinc-binding domain-containing protein	1	CM128225.1	641676	642126	+	3	80	ACKKBG_A01090	tie	0.9875	pass	none	interpro_domain				IPR039438 At2g23090-like, zinc-binding domain		LOC107886959	loc_placeholder	TRUE
APU25_01010	PPH1	Secreted Mono/Diacylglycerol Lipase	1	CM128225.1	642620	647937	-	15	845	ACKKBF_B01095	B	0.9976	pass	eggnog	interpro_family								TRUE
APU25_01015		hypothetical protein	1	CM128225.1	648375	649815	+	3	368	ACKKBF_B01100	B	0.9891	pass	none	none					TRUE	LOC112277145	loc_placeholder	TRUE
APU25_01020		hypothetical protein	1	CM128225.1	650012	650688	-	2	189	ACKKBG_A01105	tie	1.0000	pass	none	none								TRUE
APU25_01025	PCCA	Biotin carboxylation and Biotin carboxylase-like, N-terminal domain-containing protein	1	CM128225.1	651001	654846	-	8	725	ACKKBF_B01110	B	0.9945	pass	eggnog	interpro_domain_multi				IPR011764 Biotin carboxylation domain; IPR005481 Biotin carboxylase-like, N-terminal domain; IPR005479 Carbamoyl phosphate synthase, ATP-binding domain; IPR011761 ATP-grasp fold; IPR005482 Biotin carboxylase, C-terminal; IPR041265 Propionyl-coenzyme A carboxylase, BT domain; IPR000089 Biotin/lipoyl attachment				TRUE
APU25_01030	POLD1	hypothetical protein	1	CM128225.1	655546	661677	-	16	1091	ACKKBF_B01115	B	0.9991	pass	utex250a	none		IPR006172 DNA-directed DNA polymerase, family B; IPR050240 DNA polymerase type-B	TRUE					TRUE
APU25_01035	ETFA1	Electron transfer flavoprotein, alpha subunit, N-terminal and Electron transfer flavoprotein, alpha/beta-subunit, N-terminal domain-containing protein	1	CM128225.1	662557	664108	+	4	368	ACKKBG_A01120	A	0.9918	pass	utex250a	interpro_domain_multi				IPR033947 Electron transfer flavoprotein, alpha subunit, N-terminal; IPR014730 Electron transfer flavoprotein, alpha/beta-subunit, N-terminal				TRUE
APU25_01040		hypothetical protein	1	CM128225.1	664548	665384	+	3	178	ACKKBG_A01125	tie	1.0000	pass	none	none								TRUE
APU25_01045	ALG6	Glycosyl transferase, ALG6/ALG8	1	CM128225.1	665444	667500	-	5	508	ACKKBF_B01130	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01050	FBB18	Cilia- and flagella-associated protein 298	1	CM128225.1	667993	668612	+	2	178	ACKKBF_B01135	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01055		hypothetical protein	1	CM128225.1	669385	674652	-	7	1382	ACKKBF_B01140	B	0.9971	pass	none	none								TRUE
APU25_01060	HDH1	Histidinol dehydrogenase, monofunctional	1	CM128225.1	674940	676848	+	3	478	ACKKBF_B01145	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01065	RPB10	DNA-directed RNA polymerase subunit RPABC5/Rpb10	1	CM128225.1	677098	677438	-	2	74	ACKKBG_A01150	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01070	POLA2	DNA polymerase alpha subunit B, OB and DNA polymerase alpha/delta/epsilon, subunit B domain-containing protein	1	CM128225.1	677757	680212	+	5	567	ACKKBF_B01155	B	0.9947	pass	utex250a	interpro_domain_multi				IPR054300 DNA polymerase alpha subunit B, OB domain; IPR007185 DNA polymerase alpha/delta/epsilon, subunit B				TRUE
APU25_01075		hypothetical protein	1	CM128225.1	681089	683074	-	3	556	ACKKBF_B01160	B	1.0000	pass	none	none								TRUE
APU25_01080	PIGB	GPI mannosyltransferase	1	CM128225.1	683674	686176	-	5	576	ACKKBF_B01165	B	0.9965	pass	eggnog	interpro_family								TRUE
APU25_01085	CSTF64	Purple acid phosphatase, Fn3-like and Purple acid phosphatase, N-terminal domain-containing protein	1	CM128225.1	686314	689121	+	5	671	ACKKBG_A01170	A	0.9911	no_start_Met	eggnog	interpro_domain_multi	DUP0011			IPR040974 Purple acid phosphatase, Fn3-like domain; IPR015914 Purple acid phosphatase, N-terminal; IPR041792 Purple acid phosphatase, metallophosphatase domain; IPR004843 Calcineurin-like, phosphoesterase domain; IPR025733 Purple acid phosphatase, C-terminal domain				TRUE
APU25_01090	CYCR1	hypothetical protein	1	CM128225.1	689457	690607	+	3	273	ACKKBF_B01175	B	0.9963	pass	utex250a	none	DUP0011				TRUE			TRUE
APU25_01095	ISD11	Complex 1 LYR protein and LYRM4, LYR domain-containing protein	1	CM128225.1	690836	691506	-	4	95	ACKKBG_A01180	tie	0.9895	pass	utex250a	interpro_domain_multi				IPR008011 Complex 1 LYR protein domain; IPR045297 LYRM4, LYR domain				TRUE
APU25_01100	CSTF64	RNA recognition motif and Cleavage stimulation factor subunit 2, hinge domain-containing protein	1	CM128225.1	691834	693858	+	5	485	ACKKBG_A01185	A	0.9711	pass	eggnog	interpro_domain_multi				IPR000504 RNA recognition motif domain; IPR025742 Cleavage stimulation factor subunit 2, hinge domain; IPR026896 Transcription termination and cleavage factor, C-terminal domain				TRUE
APU25_01105		Succinate-acetate/proton symporter SatP	1	CM128225.1	695222	696788	-	4	303	ACKKBF_B01190	B	1.0000	pass	none	interpro_family								TRUE
APU25_01110	g140	Sirtuin family	1	CM128225.1	697784	699889	+	4	468	ACKKBG_A01195	A	0.9872	no_start_Met	eggnog	interpro_family	DUP0012							TRUE
APU25_01115	g140	Hydantoinase/oxoprolinase, N-terminal and Hydantoinase A/oxoprolinase domain-containing protein	1	CM128225.1	700234	706759	+	14	1342	ACKKBG_A01200	A	0.9911	pass	eggnog	interpro_domain_multi	DUP0012			IPR008040 Hydantoinase/oxoprolinase, N-terminal; IPR002821 Hydantoinase A/oxoprolinase; IPR049517 Acetophenone carboxylase-like, C-terminal domain; IPR003692 Hydantoinase B/oxoprolinase				TRUE
APU25_01120	NCOR1	hypothetical protein	1	CM128225.1	707015	709633	-	7	521	ACKKBF_B01205	B	0.9962	pass	eggnog	none	DUP0013							TRUE
APU25_01125	NCOR1	SANT/Myb and Myb domain-containing protein	1	CM128225.1	710263	717225	-	10	1630	ACKKBG_A01210	A	0.9670	pass	eggnog	interpro_domain_multi	DUP0013			IPR001005 SANT/Myb domain; IPR017930 Myb domain				TRUE
APU25_01130	HDA14	Class I/II Histone deacetylase HDAC	1	CM128225.1	717721	719941	+	6	428	ACKKBG_A01215	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_01135		hypothetical protein	1	CM128225.1	720476	720932	+	2	120	ACKKBG_A01220	tie	0.7500	no_start_Met	none	none								FALSE
APU25_01140		hypothetical protein	1	CM128225.1	721740	722592	-	2	245	ACKKBF_B01225	B	0.9918	pass	none	none								FALSE
APU25_01145	WAPL	hypothetical protein	1	CM128225.1	725180	728109	+	10	513	ACKKBF_B01230	B	0.9942	pass	eggnog	none					TRUE			TRUE
APU25_01150	DDB1	RSE1/DDB1/CPSF1	1	CM128225.1	728328	736108	-	27	1105	ACKKBG_A01240	A	0.9955	pass	utex250a	interpro_family								TRUE
APU25_01155		Small GTPase	1	CM128225.1	736454	738038	+	4	372	ACKKBF_B01245	B	1.0000	pass	none	interpro_family								FALSE
APU25_01160	CON1A	B-box-type zinc finger and CONSTANS-like, B-box-type 1 zinc finger domain-containing protein	1	CM128225.1	738590	740290	+	6	358	ACKKBF_B01250	B	0.9972	pass	utex250a	interpro_domain_multi				IPR000315 B-box-type zinc finger; IPR049808 CONSTANS-like, B-box-type 1 zinc finger; IPR010402 CCT domain				TRUE
APU25_01165	BnaA02g36220D	Enhancer of polycomb protein	1	CM128225.1	740778	743570	-	12	534	ACKKBG_A01255	A	0.9963	pass	eggnog	interpro_family								TRUE
APU25_01170		hypothetical protein	1	CM128225.1	744002	745866	-	7	418	ACKKBF_B01260	B	0.9928	pass	none	none					TRUE			TRUE
APU25_01175	TSD2	Aspartate-tRNA synthetase, type 2	1	CM128225.1	753794	757050	+	14	552	ACKKBF_B01265	B	0.9982	pass	utex250a	interpro_family								TRUE
APU25_01180		Zinc finger, RING-type domain-containing protein	1	CM128225.1	757438	759578	-	9	404	ACKKBG_A01270	A	0.9703	pass	none	interpro_domain				IPR001841 Zinc finger, RING-type				TRUE
APU25_01185	ADNT1	hypothetical protein	1	CM128225.1	760081	761797	+	4	360	ACKKBF_B01280	B	0.9972	pass	eggnog	none					TRUE			TRUE
APU25_01190	Rca	hypothetical protein	1	CM128225.1	762128	764798	-	6	564	ACKKBF_B01285	B	0.9965	no_start_Met	eggnog	none	DUP0014							TRUE
APU25_01195	RCA1	Ribulose bisphosphate carboxylase/oxygenase activase-like	1	CM128225.1	765764	768232	-	7	413	ACKKBF_B01290	B	1.0000	pass	utex250a	interpro_family	DUP0014							TRUE
APU25_01200	drpp20	DNA/RNA-binding protein Alba-like domain-containing protein	1	CM128225.1	768494	769260	+	4	118	ACKKBF_B01295	B	0.9915	pass	eggnog	interpro_domain				IPR002775 DNA/RNA-binding protein Alba-like				TRUE
APU25_01205		BSD domain-containing protein	1	CM128225.1	769539	771419	-	7	316	ACKKBF_B01300	B	0.9968	pass	none	interpro_domain				IPR005607 BSD domain		LOC101778168	loc_placeholder	TRUE
APU25_01210	GINS1	GINS complex, subunit Psf1	1	CM128225.1	771784	773176	+	5	221	ACKKBG_A01305	tie	0.9955	pass	eggnog	interpro_family								TRUE
