locus_tag	source	interpro_accessions	pfam_accessions	ncbifam	prosite	smart	cdd	superfamily	n_domains	interpro_accessions_other_libs
APU25_01450	matches_api	IPR028055,IPR047196	PF02096	TIGR03592			cd20070		3	IPR001708
APU25_01455	ips6_local	IPR002921,IPR029058	PF01764				cd00519	SSF53474	3	
APU25_01460	matches_api	IPR024371,IPR036259	PF13000					SSF103473	2	IPR004752
APU25_01465	ips6_local	IPR001787,IPR018258,IPR028909,IPR036164	PF00829	TIGR00061	PS01169			SSF141091	4	
APU25_01470	matches_api								0	
APU25_01475	matches_api		PF13668						1	IPR052965
APU25_01480	ips6_local	IPR000330,IPR001650,IPR014001,IPR014012,IPR027417,IPR049730	PF00176,PF00271,PF07529		PS51192,PS51194,PS51204	SM00487,SM00490,SM00573	cd18003,cd18793	SSF52540	12	
APU25_01485	ips6_local	IPR009003,IPR064058	PF30586					SSF50494	2	
APU25_01490	ips6_local								0	
APU25_01495	ips6_local								0	
APU25_01500	ips6_local								0	
APU25_01505	matches_api								0	
APU25_01510	ips6_local	IPR025423	PF13664						1	
APU25_01515	ips6_local								0	
APU25_01520	ips6_local	IPR001075,IPR034904	PF01106					SSF117916	2	
APU25_01525	matches_api								0	
APU25_01530	matches_api	IPR001650,IPR011545,IPR014001,IPR014014,IPR027417	PF00270,PF00271		PS51192,PS51194,PS51195	SM00487,SM00490	cd17950,cd18787	SSF52540	10	
APU25_01535	matches_api	IPR003428,IPR036561	PF02330					SSF54529	2	
APU25_01540	matches_api	IPR001353,IPR016050,IPR016295,IPR023333,IPR029055	PF00227		PS00854,PS51476		cd03760	SSF56235	5	
APU25_01545	ips6_local								0	
APU25_01550	ips6_local	IPR006639,IPR064098	PF04258			SM00730			2	
APU25_01555	ips6_local	IPR001278,IPR001412,IPR005148,IPR008909,IPR009080,IPR035684,IPR036695	PF00750,PF03485,PF05746	TIGR00456	PS00178	SM00836,SM01016	cd00671	SSF47323,SSF52374,SSF55190	11	
APU25_01560	ips6_local								0	
APU25_01565	matches_api	IPR001680,IPR036322	PF00400		PS50082	SM00320		SSF50978	4	IPR015943
APU25_01570	matches_api	IPR010516	PF06487						1	IPR042534
APU25_01575	matches_api	IPR016558,IPR058560	PF04104,PF26466				cd07322		3	IPR007238
APU25_01580	ips6_local	IPR001715,IPR010441,IPR036872	PF06294		PS50021			SSF47576	3	
APU25_01585	matches_api	IPR056309	PF24763						1	
APU25_01590	matches_api	IPR005225,IPR006689,IPR027417,IPR045872	PF00025	TIGR00231	PS51417	SM00175,SM00177,SM00178	cd04150	SSF52540	8	IPR024156
APU25_01595	matches_api								0	
APU25_01600	ips6_local	IPR000719,IPR008271,IPR011009,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220	cd06606	SSF56112	7	
APU25_01605	ips6_local	IPR001623,IPR018253,IPR024586,IPR036869,IPR055225	PF00226,PF11875,PF22774		PS00636,PS50076	SM00271	cd06257	SSF46565	8	
APU25_01610	matches_api	IPR006439,IPR036412	PF00702	TIGR01509				SSF56784	3	IPR023198,IPR023214
APU25_01615	matches_api	IPR000297,IPR001763,IPR023058,IPR036873	PF00581,PF00639		PS01096,PS50198,PS50206	SM00450		SSF52821,SSF54534	8	IPR046357,IPR052204
APU25_01620	matches_api	IPR003226	PF03690						1	
APU25_01625	matches_api	IPR008942,IPR013809	PF01417		PS50942	SM00273	cd03571	SSF48464	5	
APU25_01630	matches_api								0	
APU25_01635	ips6_local	IPR049258	PF21773						1	
APU25_01640	matches_api	IPR000194,IPR004100,IPR005725,IPR020003,IPR022878,IPR027417,IPR031686,IPR036121,IPR055190	PF00006,PF02874,PF16886,PF22919	NF003220,TIGR01042	PS00152		cd01134,cd18111,cd18119	SSF47917,SSF50615,SSF52540	13	IPR023366,IPR024034
APU25_01645	matches_api	IPR000558,IPR007125,IPR009072,IPR055333	PF00125		PS00357	SM00427	cd22910	SSF47113	5	
APU25_01650	matches_api	IPR004123,IPR036249	PF02966			SM01410	cd02954	SSF52833	4	
APU25_01655	matches_api	IPR006568,IPR007180	PF04037,PF04046			SM00581			3	IPR052584
APU25_01660	matches_api	IPR016024	PF13513					SSF48371	2	IPR011989,IPR040122
APU25_01665	matches_api	IPR007248	PF04117						1	
APU25_01670	ips6_local								0	
APU25_01675	ips6_local	IPR014876	PF08766		PS51998				2	
APU25_01680	matches_api	IPR005496,IPR022369	PF03741	TIGR03718					2	
APU25_01685	ips6_local	IPR003890,IPR003891,IPR016024	PF02854		PS51366	SM00543		SSF48371	4	
APU25_01690	matches_api	IPR017923	PF08711		PS51319				2	IPR035441,IPR044204
APU25_01695	ips6_local	IPR003604,IPR013087,IPR036236	PF12874			SM00451		SSF57667	3	
APU25_01700	matches_api	IPR006153	PF00999						1	IPR038770,IPR051843
APU25_01705	ips6_local	IPR006085,IPR006086,IPR008918,IPR029060,IPR036279	PF00752,PF00867			SM00279,SM00484,SM00485	cd09867,cd09907	SSF47807,SSF88723	9	
APU25_01710	ips6_local	IPR008979,IPR011330					cd10919	SSF49785,SSF88713	3	
APU25_01715	matches_api	IPR000266,IPR012340,IPR019979,IPR028333,IPR032440	PF00366,PF16205	TIGR03630	PS00056		cd00364	SSF50249	6	
APU25_01720	ips6_local								0	
APU25_01725	ips6_local	IPR000048,IPR001589,IPR027417,IPR036872	PF00612		PS00019,PS50096	SM00015		SSF47576,SSF52540	6	
APU25_01730	matches_api	IPR006634	PF03798		PS50922	SM00724			3	IPR050846
APU25_01735	matches_api								0	
APU25_01740	matches_api	IPR005123,IPR027450	PF13532		PS51471			SSF51197	3	IPR032854,IPR037151
APU25_01745	ips6_local	IPR000504,IPR033744,IPR035979	PF00076		PS50102	SM00360	cd12324	SSF54928	5	
APU25_01750	matches_api	IPR000644,IPR014756,IPR032640,IPR046342	PF00571,PF16561		PS51371	SM00116	cd02859	SSF54631,SSF81296	7	IPR013783,IPR050511
APU25_01755	matches_api	IPR000719,IPR011009	PF00069		PS50011	SM00220		SSF56112	4	IPR011989,IPR051177
APU25_01760	matches_api								0	
APU25_01765	ips6_local	IPR000719,IPR002048,IPR008271,IPR011009,IPR011992,IPR017441	PF00069,PF13833		PS00107,PS00108,PS50011,PS50222	SM00054,SM00220		SSF47473,SSF56112	10	
APU25_01770	matches_api	IPR003337,IPR006379,IPR036412	PF02358	TIGR00685,TIGR01484			cd01627	SSF56784	5	IPR023214,IPR044651
APU25_01775	ips6_local	IPR036278					cd15482	SSF50939	2	
APU25_01780	ips6_local								0	
APU25_01785	matches_api	IPR000629,IPR001650,IPR011545,IPR014001,IPR027417,IPR044742	PF00270,PF00271		PS00039,PS51192,PS51194	SM00487,SM00490	cd00268,cd18787	SSF52540	10	
APU25_01790	matches_api	IPR016064,IPR064509	PF01513,PF20143					SSF111331	3	IPR002504,IPR017437,IPR017438
APU25_01795	matches_api	IPR001017,IPR017597,IPR029061	PF00676	TIGR03182			cd02000	SSF52518	4	IPR050642
APU25_01800	matches_api	IPR002744,IPR034904	PF01883					SSF117916	2	IPR039796
APU25_01805	matches_api	IPR000073,IPR029058	PF00561					SSF53474	2	
APU25_01810	ips6_local								0	
APU25_01815	ips6_local	IPR000195,IPR035969	PF00566		PS50086	SM00164		SSF47923	4	
APU25_01820	matches_api	IPR002305	PF00579	NF006330				SSF52374	3	IPR014729,IPR023617,IPR050489
APU25_01825	ips6_local	IPR048509	PF07092						1	
APU25_01830	ips6_local	IPR000408,IPR001849,IPR009091	PF00415		PS00626,PS50003,PS50012	SM00233		SSF50729,SSF50985	7	
APU25_01835	ips6_local	IPR007719,IPR038765	PF05023		PS51443			SSF54001	3	
APU25_01840	ips6_local	IPR013658	PF08450					SSF63829	2	
APU25_01845	matches_api	IPR003439,IPR003593,IPR015856,IPR017871,IPR027417	PF00005		PS00211,PS50893	SM00382	cd03225	SSF52540	6	IPR050334
APU25_01850	ips6_local	IPR006941,IPR012337	PF04857					SSF53098	2	
APU25_01855	ips6_local	IPR003663,IPR005828,IPR005829,IPR020846,IPR036259	PF00083	TIGR00879	PS00216,PS00217,PS50850		cd17362	SSF103473	7	
APU25_01860	ips6_local	IPR004333,IPR036893	PF03110		PS51141			SSF103612	3	
APU25_01865	ips6_local	IPR005135,IPR036691	PF03372					SSF56219	2	
APU25_01870	ips6_local								0	
APU25_01875	ips6_local	IPR000195,IPR035969	PF00566		PS50086	SM00164		SSF47923	4	
APU25_01880	ips6_local	IPR027417,IPR032705,IPR041664	PF13191,PF14629					SSF52540	3	
APU25_01885	matches_api	IPR013880	PF08571						1	
APU25_01890	matches_api	IPR000994,IPR004545,IPR036005,IPR036390	PF00557	TIGR00495			cd01089	SSF46785,SSF55920	5	IPR001714,IPR036388,IPR047113
APU25_01895	ips6_local	IPR003769,IPR014719	PF02617					SSF54736	2	
APU25_01900	ips6_local	IPR006139,IPR006140,IPR029753,IPR036291	PF00389,PF02826		PS00671		cd12183	SSF51735,SSF52283	6	
APU25_01905	ips6_local	IPR008754	PF05572					SSF55486	2	
APU25_01910	matches_api	IPR000652,IPR020861,IPR035990	PF00121	TIGR00419	PS00171,PS51440		cd00311	SSF51351	6	IPR013785,IPR022896
APU25_01915	ips6_local	IPR029021	PF14566			SM01301	cd14496	SSF52799	4	
APU25_01920	ips6_local								0	
APU25_01925	matches_api			NF049860					1	IPR037497
APU25_01930	ips6_local	IPR000682,IPR029063	PF01135	TIGR00080	PS01279		cd02440	SSF53335	5	
APU25_01935	matches_api	IPR029063,IPR041698	PF13649				cd02440	SSF53335	3	
APU25_01940	matches_api	IPR000425,IPR023271	PF00230					SSF81338	2	IPR050363
APU25_01945	matches_api	IPR005999,IPR018483,IPR018484,IPR018485,IPR042018,IPR043129	PF00370,PF02782	NF000756,TIGR01311	PS00445,PS00933		cd07792	SSF53067	8	IPR000577
APU25_01950	matches_api	IPR000425,IPR023271	PF00230					SSF81338	2	IPR050363
APU25_01955	ips6_local	IPR000425,IPR023271	PF00230					SSF81338	2	
APU25_01960	ips6_local	IPR000425,IPR023271	PF00230					SSF81338	2	
APU25_01965	ips6_local	IPR000425,IPR023271	PF00230					SSF81338	2	
APU25_01970	ips6_local	IPR006958,IPR029004	PF01778,PF04874						2	
APU25_01975	ips6_local								0	
APU25_01980	matches_api	IPR001374,IPR003593,IPR014001,IPR027417,IPR036867,IPR041677,IPR041679,IPR047187,IPR048761	PF01424,PF13086,PF13087,PF21138			SM00382,SM00487	cd18044,cd18808	SSF52540,SSF82708	10	IPR050534
APU25_01985	matches_api	IPR016071,IPR035437	PF00565		PS50830	SM00318		SSF50199	4	
APU25_01990	ips6_local	IPR006218,IPR006269	PF00793	NF003543,TIGR01362	PS52061			SSF51569	5	
APU25_01995	ips6_local	IPR001926,IPR036052	PF00291					SSF53686	2	
APU25_02000	matches_api	IPR045299					cd20266		1	IPR016488
APU25_02005	ips6_local								0	
APU25_02010	ips6_local	IPR002347,IPR036291	PF00106					SSF51735	2	
APU25_02015	matches_api	IPR001593	PF01015			SM01397			2	IPR027500
APU25_02020	matches_api	IPR008389	PF05493						1	
APU25_02025	matches_api	IPR000642,IPR003593,IPR003959,IPR003960,IPR005936,IPR011546,IPR027417,IPR037219,IPR041569	PF00004,PF01434,PF06480,PF17862	TIGR01241	PS00674	SM00382	cd19501	SSF140990,SSF52540	10	
APU25_02030	ips6_local	IPR010073,IPR010918,IPR029062,IPR036604,IPR036676,IPR036921,IPR040707,IPR041609,IPR055181	PF02769,PF13507,PF18072,PF18076,PF22689	NF003672,TIGR01735	PS51273	SM01211	cd01740,cd02203,cd02204	SSF109736,SSF52317,SSF55326,SSF56042,SSF82697	17	
APU25_02035	ips6_local	IPR005123,IPR006620,IPR044862	PF13640		PS51471	SM00702			3	
APU25_02040	matches_api	IPR002013	PF02383		PS50275				2	
APU25_02045	ips6_local	IPR000266,IPR012340,IPR019984	PF00366	NF004123			cd00364	SSF50249	4	
APU25_02050	ips6_local	IPR000504,IPR034207,IPR035979	PF00076		PS50102	SM00360	cd12368	SSF54928	5	
APU25_02055	matches_api								0	
APU25_02060	matches_api	IPR002553,IPR008152,IPR009028,IPR013041,IPR016024	PF01602,PF02883			SM00809		SSF48371,SSF49348,SSF55711	6	IPR011989,IPR012295,IPR017104,IPR050840
APU25_02065	ips6_local	IPR018997,IPR036339	PF09409				cd09212	SSF143503	3	
APU25_02070	ips6_local	IPR001841,IPR003137,IPR011016	PF02225,PF13639		PS50089	SM00184,SM00744		SSF57850	6	
APU25_02075	matches_api	IPR015864	PF06574					SSF52374	2	IPR014729
APU25_02080	ips6_local	IPR004192,IPR006317,IPR017941,IPR036922	PF00355,PF02921	TIGR01416	PS51296		cd03470	SSF50022,SSF81502	7	
APU25_02085	ips6_local	IPR000756,IPR001206,IPR016064	PF00609,PF00781		PS50146	SM00045,SM00046		SSF111331	6	
APU25_02090	matches_api	IPR001902,IPR002645,IPR011547,IPR036513	PF00916,PF01740	TIGR00815	PS50801		cd07042	SSF52091	6	
APU25_02095	ips6_local	IPR000547,IPR015348,IPR016024,IPR016025,IPR022365,IPR055358	PF00637,PF01394,PF09268,PF13838		PS50236	SM00299		SSF48371,SSF50989	8	
APU25_02100	matches_api	IPR001680,IPR036322,IPR049404	PF21289		PS50082,PS50294	SM00320		SSF50978	5	IPR015943,IPR045152
APU25_02105	ips6_local	IPR001471,IPR016177			PS51032	SM00380	cd00018	SSF54171	4	
APU25_02110	matches_api	IPR001471,IPR016177	PF00847		PS51032	SM00380	cd00018	SSF54171	5	IPR036955
APU25_02115	matches_api	IPR029454	PF14778						1	
APU25_02120	ips6_local	IPR000182,IPR001048,IPR016181,IPR036393	PF00583,PF00696		PS51186		cd04301	SSF53633,SSF55729	6	
APU25_02125	matches_api	IPR018108,IPR023395	PF00153		PS50920			SSF103506	3	IPR002067
APU25_02130	matches_api	IPR001005,IPR006447,IPR009057,IPR017884,IPR017930	PF00249	TIGR01557	PS50090,PS51293,PS51294	SM00717	cd00167	SSF46689	8	
APU25_02135	ips6_local	IPR001623,IPR002939,IPR008971,IPR018253,IPR036869	PF00226,PF01556		PS00636,PS50076	SM00271	cd06257,cd10747	SSF46565,SSF49493	9	
APU25_02140	matches_api	IPR000905,IPR017861,IPR043129	PF00814	TIGR00329,TIGR03722			cd24132	SSF53067	5	IPR034680
APU25_02145	ips6_local	IPR006133,IPR006134,IPR006172,IPR012337,IPR015088,IPR017964,IPR024647,IPR043502,IPR045846	PF00136,PF03104,PF08996,PF12254	TIGR00592	PS00116	SM00486	cd05532,cd05776	SSF53098,SSF56672	11	
APU25_02150	ips6_local								0	
APU25_02155	ips6_local	IPR001841,IPR017907	PF13639		PS00518,PS50089	SM00184		SSF57850	5	
APU25_02160	matches_api	IPR025712	PF13874						1	IPR024864
APU25_02165	ips6_local	IPR001394,IPR018200,IPR028889,IPR038765	PF00443		PS00972,PS00973,PS50235			SSF54001	5	
APU25_02170	ips6_local								0	
APU25_02175	matches_api	IPR001892,IPR010979,IPR018269,IPR019980	PF00416	TIGR03631	PS00646,PS50159			SSF46946	5	IPR027437
APU25_02180	ips6_local	IPR035802					cd03572		1	
APU25_02185	matches_api								0	
APU25_02190	ips6_local	IPR017423	PF04189						1	
APU25_02195	matches_api	IPR002528	PF01554						1	IPR044644
APU25_02200	matches_api	IPR001810,IPR036047	PF12937		PS50181			SSF81383	3	IPR052121
APU25_02205	ips6_local	IPR000504,IPR007201,IPR034454,IPR035979	PF04059		PS50102		cd12531	SSF54928	4	
APU25_02210	matches_api	IPR001650,IPR027417,IPR049730	PF00271		PS51194		cd18793	SSF52540	4	IPR052583
APU25_02215	matches_api	IPR002078,IPR003593,IPR003959,IPR004176,IPR018368,IPR019489,IPR027417,IPR028299,IPR036628,IPR041546	PF00004,PF02861,PF07724,PF10431,PF17871		PS00870,PS00871,PS50045,PS51903	SM00382,SM01086	cd00009,cd19499	SSF52540,SSF81923	15	IPR001270,IPR050130
APU25_02220	ips6_local	IPR000330,IPR001841,IPR011011,IPR014001,IPR018957,IPR027417,IPR048686,IPR048695	PF00097,PF00176,PF21324,PF21325		PS50089	SM00184,SM00487	cd18070	SSF52540,SSF57850,SSF57903	11	
APU25_02225	ips6_local	IPR003953,IPR005288,IPR015939,IPR027477,IPR036188,IPR037099	PF00890,PF02910	TIGR00551				SSF46977,SSF51905,SSF56425	6	
APU25_02230	matches_api	IPR001680,IPR036322	PF00400		PS50082,PS50294	SM00320	cd00200	SSF50978	6	IPR015943,IPR045245
APU25_02235	matches_api	IPR001494,IPR016024,IPR057947	PF03810,PF25795					SSF48371	3	IPR011989,IPR044189
APU25_02240	ips6_local								0	
APU25_02245	ips6_local	IPR013057	PF01490						1	
APU25_02250	matches_api	IPR013057	PF01490						1	
APU25_02255	ips6_local	IPR003191,IPR015894,IPR027417,IPR030386,IPR036543	PF02263,PF02841		PS51715		cd01851	SSF48340,SSF52540	6	
APU25_02260	ips6_local	IPR008811,IPR017853	PF05691					SSF51445	2	
APU25_02265	ips6_local	IPR008672	PF05557					SSF75704	2	
APU25_02270	matches_api	IPR001680,IPR019775,IPR036322	PF00400		PS00678,PS50082,PS50294	SM00320		SSF50978	6	IPR015943,IPR020472,IPR051243
APU25_02275	matches_api								0	
APU25_02280	matches_api	IPR001372,IPR037177	PF01221			SM01375		SSF54648	3	
APU25_02285	ips6_local	IPR006816	PF04727		PS51335				2	
APU25_02290	matches_api	IPR011124,IPR040843	PF07496,PF18755		PS51050				3	
APU25_02295	matches_api	IPR057234	PF25498						1	
APU25_02300	ips6_local	IPR022764,IPR035952	PF01694					SSF144091	2	
APU25_02305	ips6_local	IPR000719,IPR008271,IPR011009	PF00069		PS00108,PS50011	SM00220		SSF56112	5	
APU25_02310	ips6_local	IPR000385,IPR007197,IPR010505,IPR013483,IPR058240	PF04055,PF06463	TIGR02666	PS01305,PS51918		cd01335,cd21117	SSF102114	8	
APU25_02315	ips6_local	IPR000504,IPR006767,IPR006768,IPR035979,IPR036265	PF00076,PF04676,PF04677		PS50102	SM00360	cd07380	SSF54197,SSF54928	8	
APU25_02320	ips6_local	IPR046341					cd10527	SSF82199	2	
APU25_02325	ips6_local	IPR005631,IPR036714	PF03937					SSF109910	2	
APU25_02330	ips6_local								0	
APU25_02335	matches_api	IPR015362,IPR036348	PF09282			SM01273		SSF101931	3	IPR039333
APU25_02340	ips6_local	IPR000182,IPR016181	PF00583		PS51186		cd04301	SSF55729	4	
APU25_02345	ips6_local	IPR005100,IPR005824,IPR005825,IPR006645,IPR008991,IPR022581,IPR039385,IPR041973,IPR041976,IPR041977,IPR041978,IPR057934,IPR057936	PF03439,PF11942,PF23037,PF23042,PF23287,PF23290,PF23291		PS01108	SM00738,SM00739	cd06081,cd06083,cd06084,cd06085,cd09888	SSF50104	16	
APU25_02350	ips6_local	IPR016024	PF20168					SSF48371	2	
APU25_02355	matches_api	IPR036866						SSF56281	1	
APU25_02360	ips6_local								0	
APU25_02365	ips6_local								0	
APU25_02370	ips6_local								0	
APU25_02375	ips6_local	IPR000399,IPR000873,IPR011766,IPR012000,IPR012001,IPR020845,IPR025110,IPR029035,IPR029061,IPR045310	PF00205,PF00501,PF02775,PF02776,PF13193	NF006721	PS00187,PS00455		cd02004,cd05926,cd07035	SSF52467,SSF52518,SSF56801	14	
APU25_02380	matches_api	IPR003689	PF02535						1	
APU25_02385	ips6_local								0	
APU25_02390	matches_api	IPR025718	PF13867						1	IPR024145,IPR038291
APU25_02395	matches_api	IPR004131	PF03030	NF001960,TIGR01104					3	
APU25_02400	ips6_local	IPR014782,IPR042097,IPR045357	PF01433,PF17900					SSF55486,SSF63737	4	
APU25_02405	ips6_local	IPR007858,IPR049629	PF05186				cd22965		2	
APU25_02410	matches_api								0	
APU25_02415	matches_api	IPR013951,IPR036609	PF08642					SSF69848	2	
APU25_02420	matches_api	IPR017499	PF11264						1	
APU25_02425	matches_api	IPR011037,IPR015793,IPR015795,IPR015813,IPR036918	PF00224,PF02887					SSF50800,SSF51621,SSF52935	5	IPR001697,IPR015806,IPR040442
APU25_02430	matches_api	IPR001353,IPR016050,IPR023333,IPR029055	PF00227		PS00854,PS51476		cd03763	SSF56235	5	IPR000243
APU25_02435	matches_api	IPR011012,IPR022775	PF01217				cd14829	SSF64356	3	IPR039652
APU25_02440	matches_api	IPR016064,IPR064509	PF01513,PF20143					SSF111331	3	IPR002504,IPR017437,IPR017438
APU25_02445	ips6_local	IPR021261	PF10998						1	
APU25_02450	ips6_local	IPR007245	PF04113						1	
APU25_02455	ips6_local	IPR003593,IPR027417,IPR045735	PF19568			SM00382	cd00009	SSF52540	4	
APU25_02460	ips6_local				PS51257				1	
APU25_02465	ips6_local								0	
APU25_02470	ips6_local								0	
APU25_02475	matches_api								0	
APU25_02480	matches_api	IPR008637	PF05514						1	
APU25_02485	ips6_local	IPR016024,IPR024395	PF12348					SSF48371	2	
APU25_02490	ips6_local	IPR000679	PF00320		PS50114	SM00401	cd00202	SSF57716	5	
APU25_02495	ips6_local	IPR043972	PF19036						1	
APU25_02500	matches_api	IPR000644,IPR046342	PF00571		PS51371	SM00116		SSF54631	4	IPR051462
APU25_02505	matches_api	IPR002634,IPR036065	PF01722					SSF82657	2	IPR045115
APU25_02510	matches_api	IPR001878,IPR018962	PF09353		PS50158	SM00343			3	IPR053021
APU25_02515	ips6_local								0	
APU25_02520	ips6_local	IPR007109	PF04427		PS50833	SM00879			3	
APU25_02525	matches_api	IPR005326	PF03501						1	IPR036388,IPR037447
APU25_02530	matches_api	IPR003613,IPR003888,IPR003889	PF04564,PF05964,PF05965		PS51542,PS51543	SM00542		SSF57850	7	IPR013083,IPR040092
APU25_02535	ips6_local	IPR000407	PF01150		PS01238				2	
APU25_02540	matches_api	IPR036869,IPR063810	PF30945					SSF46565	2	IPR038753
APU25_02545	matches_api	IPR007856,IPR008138,IPR008139,IPR011001	PF03489,PF05184		PS50015	SM00741		SSF47862	5	IPR051428
APU25_02550	matches_api	IPR007000	PF04916						1	
APU25_02555	ips6_local	IPR004333,IPR036893	PF03110		PS51141			SSF103612	3	
APU25_02560	matches_api	IPR015590,IPR016160,IPR016161	PF00171		PS00070			SSF53720	3	IPR016162,IPR016163,IPR044638
APU25_02565	ips6_local								0	
APU25_02570	ips6_local	IPR001653,IPR018510	PF01678	TIGR00652	PS01326			SSF54506	4	
APU25_02575	matches_api	IPR011041,IPR054539	PF22807					SSF50952	2	IPR011042
APU25_02580	matches_api	IPR006336,IPR011556,IPR014746	PF04107	TIGR01436				SSF55931	3	IPR035434
APU25_02585	matches_api	IPR001650,IPR011545,IPR012562,IPR014001,IPR027417,IPR044742,IPR059027	PF00270,PF00271,PF08152,PF26142		PS51192,PS51194	SM00487,SM00490	cd00268,cd18787	SSF52540	11	
APU25_02590	ips6_local	IPR010033,IPR010036,IPR036412	PF12689	TIGR01681,TIGR01685				SSF56784	4	
APU25_02595	matches_api	IPR008796	PF05479						1	IPR044907
APU25_02600	ips6_local								0	
APU25_02605	ips6_local	IPR016024,IPR024372,IPR055443	PF13001,PF24492					SSF48371	3	
APU25_02610	matches_api	IPR036259						SSF103473	1	
APU25_02615	matches_api	IPR000073,IPR029058	PF12697					SSF53474	2	
APU25_02620	matches_api								0	
APU25_02625	matches_api	IPR002016,IPR010255,IPR019793,IPR019794	PF00141		PS00435,PS00436,PS50873		cd00691	SSF48113	6	IPR002207,IPR044831
APU25_02630	ips6_local	IPR001752,IPR019821,IPR027417	PF00225		PS00411,PS50067	SM00129	cd00106	SSF52540	6	
APU25_02635	ips6_local	IPR004859	PF03159						1	
APU25_02640	matches_api	IPR001733,IPR015927,IPR019533,IPR019758,IPR036286,IPR063090	PF00717,PF31032	TIGR02228	PS00761		cd06530	SSF51306	6	
APU25_02645	matches_api								0	IPR011990
APU25_02650	matches_api	IPR022796	PF00504					SSF103511	2	IPR001344
APU25_02655	ips6_local	IPR002921,IPR029058	PF01764				cd00519	SSF53474	3	
APU25_02660	ips6_local	IPR002549	PF01594						1	
APU25_02665	matches_api								0	
APU25_02670	matches_api	IPR004506,IPR046885	PF03054,PF20258	NF001138,TIGR00420			cd01998	SSF52402	6	IPR014729
APU25_02675	matches_api								0	
APU25_02680	matches_api								0	
APU25_02685	ips6_local	IPR000569,IPR016024,IPR035983,IPR057948	PF00632,PF25579		PS50237	SM00119		SSF48371,SSF56204	6	
