locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggNOG_OGs	eggnog_tax_ceiling	eggnog_farthest_donor_lineage	eggnog_COG_category	eggnog_Preferred_name	eggnog_GOs	eggnog_EC	eggnog_KEGG_ko	eggnog_KEGG_Pathway	eggnog_KEGG_Module	eggnog_KEGG_Reaction	eggnog_KEGG_rclass	eggnog_BRITE	eggnog_KEGG_TC	eggnog_CAZy	eggnog_BiGG_Reaction	eggnog_PFAMs	eggnog_annotation_confidence
APU25_00200	SNRK1B	hypothetical protein	1	CM128225.1	113458	117516	+	5	869	ACKKBF_B00235	B	0.9954	pass	3075.A0A087SP44	0.0	1079.0	Pkinase|DJ29Z8@131567,Pkinase|DJ29Z8@2759	Eukaryota	1;131567;2759;2611341;5719;37104;181550;5721;5722		g589	GO:0000045,GO:0000086,GO:0000122,GO:0000131,GO:0000144,GO:0000152,GO:0000226,GO:0000278,GO:0000287,GO:0000785,GO:0000921,GO:0001403,GO:0001558,GO:0001666,GO:0001764,GO:0001786,GO:0001958,GO:0002028,GO:0002181,GO:0002841,GO:0002842,GO:0003006,GO:0003682,GO:0004672,GO:0004674,GO:0004679,GO:0004712,GO:0005515,GO:0005524,GO:0005543,GO:0005546,GO:0005575,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005768,GO:0005770,GO:0005783,GO:0005788,GO:0005789,GO:0005794,GO:0005829,GO:0005856,GO:0005886,GO:0005929,GO:0005935,GO:0005940,GO:0005982,GO:0006006,GO:0006109,GO:0006468,GO:0006629,GO:0006646,GO:0006656,GO:0006754,GO:0006907,GO:0006909,GO:0006914,GO:0006979,GO:0007005,GO:0007010,GO:0007040,GO:0007117,GO:0007124,GO:0007165,GO:0007210,GO:0007346,GO:0008140,GO:0008284,GO:0008285,GO:0008286,GO:0008340,GO:0008610,GO:0009267,GO:0009410,GO:0009411,GO:0009507,GO:0009594,GO:0009631,GO:0009635,GO:0009738,GO:0009749,GO:0009789,GO:0010050,GO:0010150,GO:0010182,GO:0010228,GO:0010332,GO:0010458,GO:0010468,GO:0010494,GO:0010508,GO:0010628,GO:0010629,GO:0010719,GO:0010830,GO:0010868,GO:0010975,GO:0014823,GO:0014850,GO:0015630,GO:0016239,GO:0016241,GO:0016301,GO:0016324,GO:0016607,GO:0017148,GO:0018105,GO:0019216,GO:0019395,GO:0019900,GO:0019901,GO:0019902,GO:0019954,GO:0030139,GO:0030163,GO:0030424,GO:0030425,GO:0030447,GO:0030587,GO:0030674,GO:0030730,GO:0031000,GO:0031139,GO:0031146,GO:0031285,GO:0031588,GO:0031648,GO:0031649,GO:0031669,GO:0032007,GO:0032174,GO:0032869,GO:0032880,GO:0032933,GO:0032991,GO:0033135,GO:0033211,GO:0033554,GO:0034198,GO:0034599,GO:0034614,GO:0035108,GO:0035264,GO:0035331,GO:0035556,GO:0036064,GO:0036503,GO:0038202,GO:0042149,GO:0042542,GO:0042557,GO:0042593,GO:0042594,GO:0042595,GO:0042752,GO:0042826,GO:0043025,GO:0043050,GO:0043066,GO:0043114,GO:0043153,GO:0043161,GO:0043276,GO:0043627,GO:0044010,GO:0044058,GO:0044180,GO:0044182,GO:0044732,GO:0044877,GO:0044879,GO:0045197,GO:0045595,GO:0045721,GO:0045722,GO:0045792,GO:0045821,GO:0045893,GO:0045944,GO:0045947,GO:0045948,GO:0046321,GO:0046326,GO:0046626,GO:0046627,GO:0046777,GO:0046956,GO:0047322,GO:0048156,GO:0048643,GO:0048705,GO:0048813,GO:0050321,GO:0050709,GO:0050714,GO:0050773,GO:0050821,GO:0050868,GO:0050870,GO:0050995,GO:0051654,GO:0051701,GO:0051726,GO:0055007,GO:0055089,GO:0060176,GO:0060258,GO:0060351,GO:0060627,GO:0061066,GO:0061462,GO:0061744,GO:0061762,GO:0061987,GO:0062028,GO:0065003,GO:0070050,GO:0070300,GO:0070301,GO:0070507,GO:0071277,GO:0071333,GO:0071361,GO:0071380,GO:0071456,GO:0071466,GO:0071889,GO:0072657,GO:0072659,GO:0080022,GO:0085020,GO:0090200,GO:0097009,GO:0097284,GO:0098794,GO:0098978,GO:0099402,GO:0106310,GO:0110076,GO:0140648,GO:0140823,GO:0150052,GO:1900055,GO:1900181,GO:1900429,GO:1900481,GO:1901261,GO:1902074,GO:1902669,GO:1902935,GO:1903109,GO:1903665,GO:1903749,GO:1903829,GO:1903944,GO:1904101,GO:1904179,GO:1904262,GO:1904263,GO:1904294,GO:1904504,GO:1904515,GO:1904630,GO:1905691,GO:1990044,GO:1990794,GO:2000210,GO:2000221,GO:2000766,GO:2000786	ec:2.7.11.31	K07198	04011,04016,04068,04075,04111,04113,04138,04140,04150,04151,04152,04211,04213,04361,04371,04530,04710,04714,04910,04920,04921,04922,04931,04932,04936,05410,05418				00001,01000,01001,03029,04131				Pkinase_270_505	mllll---l---h
APU25_00205		hypothetical protein	1	CM128225.1	118684	121147	-	4	653	ACKKBF_B00240	B	0.9969	pass	3075.A0A087SP45	2.26e-230	664.0	TauD@131567|B-2	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	COG2175													TauD_63_318	------------h
APU25_00210		hypothetical protein	1	CM128225.1	122156	123733	-	3	424	ACKKBG_A00245	A	0.9882	pass	3075.A0A087SP45	6.11e-236	669.0	TauD@131567|B-2	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	COG2175													TauD_63_318	------------h
APU25_00215	VPS52	hypothetical protein	1	CM128225.1	124319	129010	+	13	773	ACKKBF_B00250	B	0.9987	pass	3075.A0A087SP46	0.0	1370.0	Vps52@2759|A-1	Eukaryota	1;131567;2759;33154;4751;451864;5204;5302;155619;452333;5338;2982305;330899;29882;29883;486041	S	POK	GO:0000139,GO:0000938,GO:0005515,GO:0005794,GO:0005886,GO:0009860,GO:0012505		K20298					00001,04131				Vps52_78_541	ll-h----h---h
APU25_00220		hypothetical protein	1	CM128225.1	129571	130802	+	4	213	ACKKBG_A00255	tie	1.0000	pass	3075.A0A087SP47	1.58e-146	414.0	Sld5@131567|AG-8,SLD5_C@2759|A-1	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;7777;7778;119203;119197;119195;30483;7826;7829;75743	S	g238	GO:0000811,GO:0005515,GO:0005634,GO:0006270		K10735	04814				00001,03032				SLD5_C_160_212,Sld5_69_112	ml-hl---h---h
APU25_00225	AGD1	hypothetical protein	1	CM128225.1	130988	133158	-	6	400	ACKKBF_B00260	B	1.0000	pass	3075.A0A087SP48	4.48e-246	679.0	PDH_N@131567|A-1,PDH_N@33090|Dk-10	Eukaryota	1;131567;2759;2698737;33634;4762;4776;4777;4783;4795	S	TYRAAT2	GO:0009507,GO:0019632,GO:0033730	ec:1.3.1.78	K15227	00400,01100,01110,01230	M00040			00001,01000				PDH_N_48_194	llhhhh--h---h
APU25_00230	RPB8	hypothetical protein	1	CM128225.1	133487	134097	+	2	151	ACKKBG_A00265	A	1.0000	pass	3075.A0A087SP49	4.56e-102	296.0	RNA_pol_Rpb8@131567|A-1	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33849;33850;38748;38749;2849;2850;556484	S	g240	GO:0000418,GO:0000419,GO:0003697,GO:0003899,GO:0005515,GO:0005634,GO:0005654,GO:0005665,GO:0005666,GO:0005736,GO:0005829,GO:0006360,GO:0006361,GO:0006362,GO:0006363,GO:0006366,GO:0006367,GO:0006368,GO:0006383,GO:0006384,GO:0006386,GO:0032993,GO:0042790,GO:0042797		K03016	03020,03420				00001,01611,03021,03400				RNA_pol_Rpb8_10_150	ll-hh---h---h
APU25_00235		hypothetical protein	1	CM128225.1	134548	139185	-	12	922	ACKKBF_B00270	B	0.9978	internal_stop	3075.A0A087SP50	0.0	1338.0	MFS_1_like@35461|lH-22,MFS_1_like@131567|C-2,MFS_1_like@2692248|Xf-20	Eukaryota	1;131567;2759;33154;33208;6072;6073;6101;6102;6125;123757;46729;50428;50429	COG2814	g249	GO:0003674,GO:0005515,GO:0005575,GO:0005886,GO:0008021,GO:0008150,GO:0008340,GO:0016020,GO:0016079,GO:0022857,GO:0032393,GO:0042288,GO:0042590,GO:0055085											MFS_1_like_576_743	ml----------h
APU25_00240		hypothetical protein	1	CM128225.1	139646	140243	+	3	113	ACKKBG_A00275	tie	1.0000	pass	3076.A0A2P6TEZ1	5.98e-08	55.5	UNK.IQBV@2511126|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;126838;554055	S	g622													h------------
APU25_00245		hypothetical protein	1	CM128225.1	140551	140828	-	2	63	ACKKBG_A00280	tie	1.0000	pass	554055.A0A2P6VRX4	4.7e-13	70.5	Bestrophin@2511126|BGl-24,Bestrophin@2692248|AGX-20,Bestrophin@131567|C-2	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;1329799;8492;436486;436489;436491;436492;8782;8825;1549675;8826;8830;2068722;8842;132585	COG3781	g625	GO:0005247,GO:0005253,GO:0005886,GO:0006820,GO:0008509,GO:0009507,GO:0009533,GO:0010027,GO:0019684,GO:0042548,GO:0042651		K08994	04141,04144				00001,02000				Bestrophin_139_436	hl-ml---m---h
APU25_00250		hypothetical protein	1	CM128225.1	141252	143881	+	9	423	ACKKBF_B00285	B	1.0000	pass	3075.A0A087SP52	2.13e-175	498.0	Tau95@2759|A-1	Eukaryota	1;131567;2759;33154;4751;112252;6029;6032;227310;51540;51541;1358809	S	g626	GO:0000992,GO:0000995,GO:0001002,GO:0001003,GO:0003677,GO:0005515,GO:0005634,GO:0006383,GO:0006384,GO:0008150,GO:0008301,GO:0035914,GO:0042791,GO:0042797,GO:0043035		K15202					00001,03021				Tau95_60_138	ml-h----h---h
APU25_00255	AKC4	hypothetical protein	1	CM128225.1	145011	149633	+	14	759	ACKKBF_B00290	B	0.9987	pass	3075.A0A087SP53	0.0	1251.0	ABC1@131567|a-6	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;3699;3700;981071;3705;3711;51351	COG0661	g619	GO:0006979,GO:0007623,GO:0009507,GO:0009536,GO:0009644,GO:0009941,GO:0010150,GO:0019216,GO:0034599,GO:0042542,GO:0046686,GO:0106310,GO:1901031,GO:1990641											ABC1_165_411	ml----------h
APU25_00260	NOL1	hypothetical protein	1	CM128225.1	150026	152138	-	7	318	ACKKBF_B00295	B	1.0000	pass	3075.A0A087SP54	6.47e-135	390.0	adh_short@131567|BMS-27	Eukaryota	1;131567;2759;3027;589342;589343;55528;55529;905079	COG0300	g620	GO:0005515,GO:0005886,GO:0009507,GO:0010304,GO:0015996,GO:0034256	ec:1.1.1.294	K13606	00860,01100,01110				00001,01000				adh_short_51_171	mlhhh---h---h
APU25_00265		hypothetical protein	1	CM128225.1	152728	155384	+	5	609	ACKKBF_B00300	B	0.9934	no_start_Met	3075.A0A087SP55	1.41e-135	412.0	Bromodomain@131567|d-5,Bromodomain@2759|DH-9,BET@131567|A-1*,BET@2759|C-2,PDR_assoc@2759|A-1,PDR_assoc@35461|S-5,ABC2_membrane@131567|O-4	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3744;3745;171637;721805;3754;3759;2094558	COG1716	BRD2	GO:0000302,GO:0000325,GO:0000785,GO:0000793,GO:0000794,GO:0000812,GO:0000976,GO:0001046,GO:0001094,GO:0001708,GO:0001833,GO:0001843,GO:0002039,GO:0002229,GO:0002237,GO:0002238,GO:0002239,GO:0002240,GO:0002574,GO:0003674,GO:0003677,GO:0003682,GO:0003712,GO:0003713,GO:0003729,GO:0004402,GO:0004674,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0005739,GO:0005777,GO:0005783,GO:0005789,GO:0005802,GO:0005886,GO:0006281,GO:0006334,GO:0006338,GO:0006355,GO:0006357,GO:0006468,GO:0006974,GO:0007059,GO:0007140,GO:0007141,GO:0007259,GO:0007283,GO:0008024,GO:0008150,GO:0008353,GO:0009294,GO:0009301,GO:0009408,GO:0009409,GO:0009414,GO:0009506,GO:0009507,GO:0009617,GO:0009620,GO:0009626,GO:0009627,GO:0009651,GO:0009723,GO:0009733,GO:0009737,GO:0009738,GO:0009751,GO:0009753,GO:0009804,GO:0009926,GO:0009941,GO:0009996,GO:0010030,GO:0010164,GO:0010193,GO:0010200,GO:0010208,GO:0010329,GO:0010468,GO:0010496,GO:0010628,GO:0010629,GO:0010928,GO:0010971,GO:0014018,GO:0015086,GO:0015434,GO:0015562,GO:0015691,GO:0015692,GO:0015850,GO:0016607,GO:0018901,GO:0019899,GO:0021510,GO:0030902,GO:0030917,GO:0031154,GO:0031288,GO:0031348,GO:0031452,GO:0031647,GO:0032183,GO:0032968,GO:0033231,GO:0033696,GO:0034211,GO:0035092,GO:0035987,GO:0040028,GO:0042344,GO:0042393,GO:0042626,GO:0042631,GO:0042742,GO:0042908,GO:0042981,GO:0043123,GO:0043484,GO:0043922,GO:0045815,GO:0045892,GO:0045893,GO:0045931,GO:0045944,GO:0046104,GO:0046686,GO:0046716,GO:0046777,GO:0046865,GO:0048364,GO:0048581,GO:0048825,GO:0050727,GO:0050832,GO:0051365,GO:0052544,GO:0055078,GO:0055085,GO:0062072,GO:0070090,GO:0070505,GO:0071168,GO:0071366,GO:0071944,GO:0071965,GO:0080051,GO:0080147,GO:0080168,GO:0090054,GO:0090332,GO:0098657,GO:0098739,GO:0099122,GO:0106140,GO:0106222,GO:0140006,GO:0140008,GO:0140011,GO:0140012,GO:0140015,GO:0140017,GO:0140019,GO:0140033,GO:0140038,GO:0140046,GO:0140055,GO:0140072,GO:0140119,GO:0140129,GO:0140352,GO:0140426,GO:0140463,GO:0140566,GO:0140588,GO:0140673,GO:0140693,GO:0140861,GO:0140964,GO:0160080,GO:1901140,GO:1901141,GO:1901656,GO:1905168,GO:1990641,GO:1990748,GO:1990837,GO:2000002,GO:2000023,GO:2000071,GO:2000330	ec:2.5.1.84,ec:2.5.1.85,ec:3.1.3.16,ec:5.4.99.27	K08711	02010				00001,02000				ABC2_membrane_208_280,BET_158_212,Bromodomain_94_156,PDR_assoc_293_343	lllll---l---h
APU25_00270		hypothetical protein	1	CM128225.1	156487	166020	+	2	3123	ACKKBG_A00305	A-only	0.8526	no_start_Met	554065.E1ZNK7	2.13e-09	73.2	UNK.GO40@2511126|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	S														-------------
APU25_00275		hypothetical protein	1	CM128225.1	166682	169171	+	5	536	ACKKBF_B00310	B	0.9981	pass	3075.A0A087SR11	0.0	986.0	UNK.1SDV@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;1291522	S														-------------
APU25_00280		hypothetical protein	1	CM128225.1	169653	170622	+	2	246	ACKKBF_B00315	B	0.9837	pass	3075.A0A087SR12	5.09e-182	506.0	Lipase_GDSL_2@131567|LI-13!	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451435;2231168;1555239;1555240;1555241	COG2755	IAH1	GO:0003674,GO:0005575,GO:0005634,GO:0005737,GO:0005783,GO:0005929,GO:0006083,GO:0006084,GO:0008150,GO:0009267,GO:0010467,GO:0010608,GO:0016788,GO:0030447,GO:0036170,GO:0036180,GO:0042802,GO:0071466	ec:3.1.1.112	K23978					00001,01000			ACHLE1,ACHLE2,ACHLE3	Lipase_GDSL_2_7_197	llhh----h--lh
APU25_00285		hypothetical protein	1	CM128225.1	171175	173185	-	6	432	ACKKBF_B00320	B	0.9954	pass	3075.A0A087SR13	5e-204	575.0	OCRE@131567|BJ-9,OCRE@3041|Ec-13	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;41945;27065;4441;4442;542762	S	LOC107893985			K13099					00001,01009,03041				OCRE_315_361	l--h----h---h
APU25_00290	GLYK1	hypothetical protein	1	CM128225.1	173482	175417	+	5	357	ACKKBF_B00325	B	1.0000	pass	3075.A0A087SR14	8e-180	507.0	UNK.5CCF@131567|A-1	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222545;37989;1682405;67608;196109	COG4240	GLYK		ec:2.7.1.31	K15918	00260,00561,00630,01100,01110,01200	M00532			00001,01000					m-hhhh--h----
APU25_00295		hypothetical protein	1	CM128225.1	175646	176454	-	3	167	ACKKBG_A00330	tie	1.0000	pass	574566.I0YVG2	1.95e-54	176.0	Fe-S_biosyn@131567|mR-20	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG0316	sufA	GO:0009507,GO:0009570,GO:0016226,GO:0030674		K22063	04144				00001,03029				Fe-S_biosyn_20_124	ml-hl---h---h
APU25_00300		hypothetical protein	1	CM128225.1	177967	180203	-	5	418	ACKKBG_A00335	tie	1.0000	pass	3076.A0A2P6TY75	3.22e-265	731.0	DEAD@131567|BOK-25,DEAD@2759|EhJ-32,Helicase_C|ERLU2N@2759	Eukaryota	1;131567;2759;2611341;207245;5738;5739;68459;5740;5741;184922	S	deh1	GO:0003729,GO:0005515,GO:0005737,GO:0005829,GO:0016032,GO:0019060,GO:0036464	ec:5.6.2.7	K12614	03018				00001,01000,03019,03036				DEAD_61_225,Helicase_C_262_368	llmmm---m---h
APU25_00305	TATC1	hypothetical protein	1	CM128225.1	180626	182469	+	4	331	ACKKBF_B00340	B	0.9970	pass	3075.A0A087SSD2	1.17e-180	509.0	TatC@131567|A-1	Eukaryota	1;131567;2759;33090;35493;131220;3172;3173;3174;105231	COG0805	TATC	GO:0009507,GO:0009535,GO:0009567,GO:0009977,GO:0010027,GO:0033281,GO:0042651,GO:0043235		K03118	03060				00001,02044				TatC_63_271	ll-hh---h---h
APU25_00310		hypothetical protein	1	CM128225.1	182790	183322	-	3	93	ACKKBG_A00345	tie	0.9462	no_start_Met																					
APU25_00315		hypothetical protein	1	CM128225.1	183808	187039	-	6	760	ACKKBF_B00350	B	0.9921	pass																					
APU25_00320		hypothetical protein	1	CM128225.1	187454	190107	+	10	413	ACKKBG_A00355	A	0.9952	pass	3075.A0A087SSD4	2.98e-306	835.0	Sacchrp_dh_NADP@131567|Bg-9	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG3268													Sacchrp_dh_NADP_11_141	------------h
APU25_00325	CMPK1	hypothetical protein	1	CM128225.1	193753	197289	+	7	756	ACKKBF_B00360	B	0.9947	no_start_Met	3075.A0A087SSD5	0.0	1150.0	CYTH@131567|A-1,PRK@131567|BM-8	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;71239;3650;1003877;3655;3656;217619;1194695	COG0572	udkC	GO:0002237,GO:0002239,GO:0004427,GO:0005575,GO:0005737,GO:0005741,GO:0009751,GO:0010113,GO:0016462,GO:0098542,GO:1900055,GO:1900425,GO:1902289,GO:2000031	ec:2.7.1.48	K00876	00240,01100,01232				00001,01000				CYTH_275_408,PRK_78_247	llhhh---h---h
APU25_00330	TSM2	hypothetical protein	1	CM128225.1	197700	201013	-	8	619	ACKKBF_B00365	B	0.9968	pass	3075.A0A087SSD6	0.0	1005.0	tRNA-synt_1g@131567|AU-7,Anticodon_3@131567|A-1	Eukaryota	1;131567;2759;3027;589342;589343;55528;55529;905079	COG0143	OVA1	GO:0004825,GO:0005739,GO:0009507,GO:0009570,GO:0048481	ec:6.1.1.10	K01874	00450,00970,01100				00001,01000,01007,01613,03016				Anticodon_3_711_816,tRNA-synt_1g_299_420,tRNA-synt_1g_429_524,tRNA-synt_1g_568_675	mmhhh---h---h
APU25_00335		hypothetical protein	1	CM128225.1	201594	228404	-	25	7068	ACKKBF_B00370	B	0.9942	pass	554055.A0A2P6V9Q2	0.0	3345.0	SHR-BD@131567|A-1*,SHR-BD@2692248|LY-16,SHR-BD@2759|O-4!,C2@131567|B-2,C2@2759|AU-7	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6274;70426;51025;51026;412122;451379	S	VPS13D	GO:0000423,GO:0000425,GO:0000902,GO:0003674,GO:0003723,GO:0005515,GO:0005543,GO:0005575,GO:0005628,GO:0005640,GO:0005737,GO:0005739,GO:0005741,GO:0005764,GO:0005765,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005777,GO:0005783,GO:0005789,GO:0005794,GO:0005798,GO:0005811,GO:0005829,GO:0005886,GO:0006623,GO:0006887,GO:0006895,GO:0006914,GO:0007005,GO:0007188,GO:0007269,GO:0007271,GO:0007274,GO:0007399,GO:0007617,GO:0007626,GO:0008104,GO:0008150,GO:0008289,GO:0008344,GO:0009267,GO:0009306,GO:0010008,GO:0010015,GO:0010082,GO:0010467,GO:0010628,GO:0014004,GO:0016079,GO:0016081,GO:0016082,GO:0017156,GO:0017157,GO:0019904,GO:0030073,GO:0030218,GO:0030317,GO:0030382,GO:0030421,GO:0030424,GO:0030674,GO:0030695,GO:0031045,GO:0031267,GO:0031547,GO:0031902,GO:0031966,GO:0032120,GO:0032127,GO:0032224,GO:0032868,GO:0032991,GO:0034727,GO:0035176,GO:0035264,GO:0035640,GO:0036258,GO:0040011,GO:0040018,GO:0042391,GO:0042734,GO:0043005,GO:0043025,GO:0043051,GO:0043130,GO:0044232,GO:0044233,GO:0044325,GO:0044877,GO:0045053,GO:0045055,GO:0045202,GO:0045324,GO:0046903,GO:0046928,GO:0048167,GO:0048193,GO:0048786,GO:0048788,GO:0048791,GO:0050806,GO:0050807,GO:0050885,GO:0050905,GO:0060077,GO:0060292,GO:0060478,GO:0061025,GO:0061669,GO:0061709,GO:0061744,GO:0065003,GO:0070062,GO:0070073,GO:0070530,GO:0071470,GO:0071561,GO:0090083,GO:0090648,GO:0097060,GO:0097151,GO:0097225,GO:0098684,GO:0098831,GO:0098882,GO:0098978,GO:0098982,GO:0099013,GO:0099524,GO:0120009,GO:0120010,GO:0120014,GO:0120118,GO:0140058,GO:0150037,GO:0150076,GO:1901526,GO:1903861,GO:1904071,GO:1905090,GO:1905146,GO:1905909,GO:1990064,GO:1990816,GO:2000300,GO:2000463		K14859,K15291,K15297,K15298,K15299,K19519,K19525,K19526,K19527	04721,04723,04911				00001,03009,04131,04990				C2_5427_5503,C2_5683_5795,SHR-BD_4799_5000	ll-ll---l---h
APU25_00340		hypothetical protein	1	CM128225.1	228890	230140	+	4	261	ACKKBF_B00375	B	0.9962	pass	3075.A0A087SQ24	7.2e-185	515.0	TFIIF_beta_N@2759|A-1,TFIIF_beta@2759|A-1	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147537;3239874;2916678;766764;766502;4920;559304	S	LOC109008276	GO:0001174,GO:0003674,GO:0005634,GO:0006355,GO:0006366,GO:0006367,GO:0006368,GO:0008150,GO:0045944,GO:0051123		K03139	03022				00001,03021				TFIIF_beta_195_256,TFIIF_beta_N_19_104	ll-hh---h---h
APU25_00345		hypothetical protein	1	CM128225.1	230608	234866	+	5	1130	ACKKBF_B00380	B	0.9991	pass	3075.A0A087SQ26	0.0	1647.0	Voltage_CLC@131567|AG-7,Voltage_CLC@2759|ADB-18!,CBS@35461|LBw-30,CBS@131567|Ho-11,CBS@2759|yz-18!	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;70447;70448	S	g788	GO:0000325,GO:0005179,GO:0005247,GO:0005254,GO:0005515,GO:0005576,GO:0005634,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005770,GO:0005783,GO:0005802,GO:0006821,GO:0006884,GO:0006911,GO:0007041,GO:0007165,GO:0009268,GO:0009507,GO:0009536,GO:0009612,GO:0009671,GO:0009705,GO:0009826,GO:0010008,GO:0010167,GO:0015112,GO:0015297,GO:0015706,GO:0016020,GO:0030321,GO:0030587,GO:0031902,GO:0031981,GO:0032010,GO:0034220,GO:0034707,GO:0042742,GO:0045824,GO:0050766,GO:0050975,GO:0062158,GO:0097014,GO:1902476,GO:1902495,GO:1905146		K05016					00001,01009,04040				CBS_802_851,Voltage_CLC_145_222,Voltage_CLC_230_516	ml-l----l---h
APU25_00350		hypothetical protein	1	CM128225.1	235334	236886	-	4	355	ACKKBF_B00385	B	0.9944	pass	3075.A0A087SQ28	3.41e-253	696.0	GFO_IDH_MocA@131567|MR-13	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4069;4070;424551;424574;4107;4113	COG0673	g893	GO:0005829,GO:0008150											GFO_IDH_MocA_3_122	ml----------h
APU25_00355	COAD1	hypothetical protein	1	CM128225.1	237324	238747	-	4	315	ACKKBF_B00390	B	0.9937	pass	3075.A0A087SQ29	7.46e-149	425.0	UNK.NIUS@2759|A-1	Eukaryota	1;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;2688880;1803374	S			ec:2.7.7.3	K02201	00770,01100,01240	M00120,M00914			00001,01000					--hhhh--h----
APU25_00360	HAT2	hypothetical protein	1	CM128225.1	239163	241360	+	7	451	ACKKBF_B00395	B	0.9978	pass	3075.A0A087SQ30	2.6e-315	861.0	Hat1_N@131567|A-1,Acetyltransf_1@131567|AJa-20	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451435;451442;1142503;100474;109871;403673	COG0456	HAG2	GO:0005634,GO:0005737,GO:0006281,GO:0006302,GO:0008150,GO:0010485,GO:0031509,GO:0034614,GO:0036166,GO:0061733,GO:0140861,GO:2000221	ec:2.3.1.48	K11303					00001,01000,03036				Acetyltransf_1_193_253,Hat1_N_16_173	llhh----h---h
APU25_00365		hypothetical protein	1	CM128225.1	241574	243621	-	5	416	ACKKBF_B00400	B	0.9976	no_start_Met	3075.A0A087SQ32	2.58e-230	661.0	KN17_SH3@2759|A-1,Kin17_mid@2759|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;41938;3629;214907;3633;3635	S	spl4	GO:0005515,GO:0005634,GO:0005737,GO:0009507,GO:0016607,GO:0035874,GO:0048638		K13102					00001,03019				KN17_SH3_800_850,Kin17_mid_586_711	ll-l----l---h
APU25_00370		hypothetical protein	1	CM128225.1	244302	244958	+	1	219	ACKKBG_A00405	A-only	0.9269	pass																					
APU25_00375		hypothetical protein	1	CM128225.1	244373	246356	-	3	548	ACKKBF_B00410	B	0.9909	pass	3075.A0A087SQ32	5.02e-305	857.0	KN17_SH3@2759|A-1,Kin17_mid@2759|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;41938;3629;214907;3633;3635	S	spl4	GO:0005515,GO:0005634,GO:0005737,GO:0009507,GO:0016607,GO:0035874,GO:0048638		K13102					00001,03019				KN17_SH3_800_850,Kin17_mid_586_711	ll-l----l---h
APU25_00380	TBA1	hypothetical protein	1	CM128225.1	247205	249915	+	9	435	ACKKBG_A00415	A	0.9931	pass	3075.A0A087SQ33	4.58e-244	676.0	DHO_dh@131567|AO-7	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147368;1648038;147389;1648030;4564;4565	COG0167	PYD1	GO:0005886,GO:0006212,GO:0009507,GO:0009536,GO:0009570,GO:0017113,GO:0043562,GO:0052620	ec:1.3.1.2	K00207	00240,00410,00770,01100	M00046			00001,01000				DHO_dh_6_280	llhhhh--h---h
